Mes,Region,Zonal,Provincia,Sucursal,Oficina,Tipo de cartera,Tipo de producto,Tipo de prestamo, Monto entregado ,Numero de operaciones,No Clientes
sep-16,,ZONAL QUITO,NAPO,EL TENA,EL TENA,MICROEMPRESA,CREDITO MICROEMPRESA,SERVICIOS,19900,4,4
sep-16,,ZONAL QUITO,NAPO,EL TENA,EL TENA,MICROEMPRESA,CREDITO MICROEMPRESA,TURISMO,22000,2,2
sep-16,,ZONAL QUITO,NAPO,EL TENA,EL TENA,MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,112382.3,123,123
sep-16,,ZONAL QUITO,NAPO,EL TENA,EL TENA,MICROEMPRESA,MICROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,17873.12,34,34
sep-16,,ZONAL QUITO,NAPO,EL TENA,EL TENA,MICROEMPRESA,MOCROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,69749.64,68,68
sep-16,,ZONAL QUITO,NAPO,FRANCISCO DE ORELLANA,LORETO,MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,2323.84,4,4
sep-16,,ZONAL QUITO,ORELLANA,EL TENA,EL TENA,MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,1133.99,1,1
sep-16,,ZONAL QUITO,ORELLANA,FRANCISCO DE ORELLANA,FCO. DE ORELLANA,COMERCIAL,COMERCIAL PRIORITARIO ASOCIATI,SERVICIOS,15000,1,1
sep-16,,ZONAL QUITO,ORELLANA,FRANCISCO DE ORELLANA,FCO. DE ORELLANA,COMERCIAL,CREDITO COMERCIAL PRIORITARIO,COMERCIO,90000,1,1
sep-16,,ZONAL QUITO,ORELLANA,FRANCISCO DE ORELLANA,FCO. DE ORELLANA,COMERCIAL,CREDITO COMERCIAL PRIORITARIO,PECUARIO,38000,1,1
sep-16,,ZONAL QUITO,ORELLANA,FRANCISCO DE ORELLANA,FCO. DE ORELLANA,COMERCIAL,PROGRAMA REPOBLAMIENTO BOVINO,PECUARIO,7980,2,1
sep-16,,ZONAL QUITO,ORELLANA,FRANCISCO DE ORELLANA,FCO. DE ORELLANA,CONSUMO,CREDITO CONSUMO PRIORITARIO,COMERCIALES DIRECTOS,19000,4,4
sep-16,,ZONAL QUITO,ORELLANA,FRANCISCO DE ORELLANA,FCO. DE ORELLANA,MICROEMPRESA,CREDITO MICROEMPRESA,AGRICOLA,87920.6,29,29
sep-16,,ZONAL QUITO,ORELLANA,FRANCISCO DE ORELLANA,FCO. DE ORELLANA,MICROEMPRESA,CREDITO MICROEMPRESA,COMERCIO,116000,13,13
sep-16,,ZONAL QUITO,ORELLANA,FRANCISCO DE ORELLANA,FCO. DE ORELLANA,MICROEMPRESA,CREDITO MICROEMPRESA,PECUARIO,103000,8,8
sep-16,,ZONAL QUITO,ORELLANA,FRANCISCO DE ORELLANA,FCO. DE ORELLANA,MICROEMPRESA,CREDITO MICROEMPRESA,PEQUENA INDUSTRIA,105500,8,8
sep-16,,ZONAL QUITO,ORELLANA,FRANCISCO DE ORELLANA,FCO. DE ORELLANA,MICROEMPRESA,CREDITO MICROEMPRESA,PISCICULTURA,22640,3,3
sep-16,,ZONAL QUITO,ORELLANA,FRANCISCO DE ORELLANA,FCO. DE ORELLANA,MICROEMPRESA,CREDITO MICROEMPRESA,SERVICIOS,146500,12,12
sep-16,,ZONAL QUITO,ORELLANA,FRANCISCO DE ORELLANA,FCO. DE ORELLANA,MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,50923.4,61,61
sep-16,,ZONAL QUITO,ORELLANA,FRANCISCO DE ORELLANA,FCO. DE ORELLANA,MICROEMPRESA,MICROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,14193.36,27,27
sep-16,,ZONAL QUITO,ORELLANA,FRANCISCO DE ORELLANA,FCO. DE ORELLANA,MICROEMPRESA,MOCROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,29746.17,29,29
sep-16,,ZONAL QUITO,ORELLANA,FRANCISCO DE ORELLANA,JOYA DE LOS SACHAS,MICROEMPRESA,CREDITO MICROEMPRESA,AGRICOLA,171165.01,24,24
sep-16,,ZONAL QUITO,ORELLANA,FRANCISCO DE ORELLANA,JOYA DE LOS SACHAS,MICROEMPRESA,CREDITO MICROEMPRESA,ARTESANAL,20000,1,1
sep-16,,ZONAL QUITO,ORELLANA,FRANCISCO DE ORELLANA,JOYA DE LOS SACHAS,MICROEMPRESA,CREDITO MICROEMPRESA,COMERCIO,11000,2,2
sep-16,,ZONAL QUITO,ORELLANA,FRANCISCO DE ORELLANA,JOYA DE LOS SACHAS,MICROEMPRESA,CREDITO MICROEMPRESA,PECUARIO,60510,7,7
sep-16,,ZONAL QUITO,ORELLANA,FRANCISCO DE ORELLANA,JOYA DE LOS SACHAS,MICROEMPRESA,CREDITO MICROEMPRESA,PEQUENA INDUSTRIA,8000,1,1
sep-16,,ZONAL QUITO,ORELLANA,FRANCISCO DE ORELLANA,JOYA DE LOS SACHAS,MICROEMPRESA,CREDITO MICROEMPRESA,SERVICIOS,18000,1,1
sep-16,,ZONAL QUITO,ORELLANA,FRANCISCO DE ORELLANA,JOYA DE LOS SACHAS,MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,35879.87,57,57
sep-16,,ZONAL QUITO,ORELLANA,FRANCISCO DE ORELLANA,JOYA DE LOS SACHAS,MICROEMPRESA,MICROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,16296.08,31,31
sep-16,,ZONAL QUITO,ORELLANA,FRANCISCO DE ORELLANA,JOYA DE LOS SACHAS,MICROEMPRESA,MOCROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,8205.84,8,8
sep-16,,ZONAL QUITO,ORELLANA,FRANCISCO DE ORELLANA,LORETO,MICROEMPRESA,CREDITO MICROEMPRESA,AGRICOLA,58102.3,15,15
sep-16,,ZONAL QUITO,ORELLANA,FRANCISCO DE ORELLANA,LORETO,MICROEMPRESA,CREDITO MICROEMPRESA,COMERCIO,82500,9,9
sep-16,,ZONAL QUITO,ORELLANA,FRANCISCO DE ORELLANA,LORETO,MICROEMPRESA,CREDITO MICROEMPRESA,PECUARIO,35000,6,6
sep-16,,ZONAL QUITO,ORELLANA,FRANCISCO DE ORELLANA,LORETO,MICROEMPRESA,CREDITO MICROEMPRESA,SERVICIOS,3500,1,1
sep-16,,ZONAL QUITO,ORELLANA,FRANCISCO DE ORELLANA,LORETO,MICROEMPRESA,CREDITO MICROEMPRESA,TURISMO,24000,1,1
sep-16,,ZONAL QUITO,ORELLANA,FRANCISCO DE ORELLANA,LORETO,MICROEMPRESA,MICROCREDITO CRECIMIENTO MAG,AGRICOLA,100488.94,41,41
sep-16,,ZONAL QUITO,ORELLANA,FRANCISCO DE ORELLANA,LORETO,MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,34907.89,42,42
sep-16,,ZONAL QUITO,ORELLANA,FRANCISCO DE ORELLANA,LORETO,MICROEMPRESA,MICROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,8936.56,17,17
sep-16,,ZONAL QUITO,ORELLANA,FRANCISCO DE ORELLANA,LORETO,MICROEMPRESA,MOCROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,35900.55,35,35
sep-16,,ZONAL QUITO,PICHINCHA,QUITO,CAYAMBE (AG.),CONSUMO,CREDITO CONSUMO PRIORITARIO,COMERCIALES DIRECTOS,7500,2,2
sep-16,,ZONAL QUITO,PICHINCHA,QUITO,CAYAMBE (AG.),MICROEMPRESA,CREDITO MICROEMPRESA,AGRICOLA,80903.08,8,8
sep-16,,ZONAL QUITO,PICHINCHA,QUITO,CAYAMBE (AG.),MICROEMPRESA,CREDITO MICROEMPRESA,ARTESANAL,68649,6,6
sep-16,,ZONAL QUITO,PICHINCHA,QUITO,CAYAMBE (AG.),MICROEMPRESA,CREDITO MICROEMPRESA,COMERCIO,43500,5,5
sep-16,,ZONAL QUITO,PICHINCHA,QUITO,CAYAMBE (AG.),MICROEMPRESA,CREDITO MICROEMPRESA,PECUARIO,206680,24,24
sep-16,,ZONAL QUITO,PICHINCHA,QUITO,CAYAMBE (AG.),MICROEMPRESA,CREDITO MICROEMPRESA,PISCICULTURA,14000,1,1
sep-16,,ZONAL QUITO,PICHINCHA,QUITO,CAYAMBE (AG.),MICROEMPRESA,CREDITO MICROEMPRESA,SERVICIOS,26300,4,4
sep-16,,ZONAL QUITO,PICHINCHA,QUITO,CAYAMBE (AG.),MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,71139.71,72,72
sep-16,,ZONAL QUITO,PICHINCHA,QUITO,CAYAMBE (AG.),MICROEMPRESA,MICROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,2628.4,5,5
sep-16,,ZONAL QUITO,PICHINCHA,QUITO,CAYAMBE (AG.),MICROEMPRESA,MICROCREDITO EMPRENDIMIENTO,AGRICOLA,4000,1,1
sep-16,,ZONAL QUITO,PICHINCHA,QUITO,CAYAMBE (AG.),MICROEMPRESA,MICROCREDITO EMPRENDIMIENTO,COMERCIO,6800,2,2
sep-16,,ZONAL QUITO,PICHINCHA,QUITO,CAYAMBE (AG.),MICROEMPRESA,MICROCREDITO EMPRENDIMIENTO,PECUARIO,9200,3,3
sep-16,,ZONAL QUITO,PICHINCHA,QUITO,CAYAMBE (AG.),MICROEMPRESA,MICROCREDITO EMPRENDIMIENTO,SERVICIOS,7920,2,2
sep-16,,ZONAL QUITO,PICHINCHA,QUITO,CAYAMBE (AG.),MICROEMPRESA,MOCROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,19488.87,19,19
sep-16,,ZONAL QUITO,PICHINCHA,QUITO,MACHACHI,COMERCIAL,CREDITO COMERCIAL PRIORITARIO,PECUARIO,15000,1,1
sep-16,,ZONAL QUITO,PICHINCHA,QUITO,MACHACHI,MICROEMPRESA,CREDITO MICROEMPRESA,AGRICOLA,20000,1,1
sep-16,,ZONAL QUITO,PICHINCHA,QUITO,MACHACHI,MICROEMPRESA,CREDITO MICROEMPRESA,COMERCIO,121000,8,8
sep-16,,ZONAL QUITO,PICHINCHA,QUITO,MACHACHI,MICROEMPRESA,CREDITO MICROEMPRESA,PECUARIO,223500,24,24
sep-16,,ZONAL QUITO,PICHINCHA,QUITO,MACHACHI,MICROEMPRESA,CREDITO MICROEMPRESA,PEQUENA INDUSTRIA,92000,9,9
sep-16,,ZONAL QUITO,PICHINCHA,QUITO,MACHACHI,MICROEMPRESA,CREDITO MICROEMPRESA,SERVICIOS,28000,3,3
sep-16,,ZONAL QUITO,PICHINCHA,QUITO,MACHACHI,MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,5809.6,10,10
sep-16,,ZONAL QUITO,PICHINCHA,QUITO,MACHACHI,MICROEMPRESA,MICROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,2102.72,4,4
sep-16,,ZONAL QUITO,PICHINCHA,QUITO,S. M. DE LOS BANCOS,COMERCIAL,CREDITO COMERCIAL PRIORITARIO,COMERCIO,26500,2,2
sep-16,,ZONAL QUITO,PICHINCHA,QUITO,S. M. DE LOS BANCOS,MICROEMPRESA,CREDITO MICROEMPRESA,AGRICOLA,51786.25,10,10
sep-16,,ZONAL QUITO,PICHINCHA,QUITO,S. M. DE LOS BANCOS,MICROEMPRESA,CREDITO MICROEMPRESA,ARTESANAL,26000,3,3
sep-16,,ZONAL QUITO,PICHINCHA,QUITO,S. M. DE LOS BANCOS,MICROEMPRESA,CREDITO MICROEMPRESA,COMERCIO,30000,4,4
sep-16,,ZONAL QUITO,PICHINCHA,QUITO,S. M. DE LOS BANCOS,MICROEMPRESA,CREDITO MICROEMPRESA,PECUARIO,343600,26,26
sep-16,,ZONAL QUITO,PICHINCHA,QUITO,S. M. DE LOS BANCOS,MICROEMPRESA,CREDITO MICROEMPRESA,PISCICULTURA,2500,1,1
sep-16,,ZONAL QUITO,PICHINCHA,QUITO,S. M. DE LOS BANCOS,MICROEMPRESA,CREDITO MICROEMPRESA,SERVICIOS,6500,1,1
sep-16,,ZONAL QUITO,PICHINCHA,QUITO,S. M. DE LOS BANCOS,MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,17428.8,30,30
sep-16,,ZONAL QUITO,PICHINCHA,QUITO,S. M. DE LOS BANCOS,MICROEMPRESA,MICROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,7359.52,14,14
sep-16,,ZONAL QUITO,PICHINCHA,QUITO,SANGOLQUI (AG.),COMERCIAL,CREDITO COMERCIAL PRIORITARIO,COMERCIO,20000,1,1
sep-16,,ZONAL QUITO,PICHINCHA,QUITO,SANGOLQUI (AG.),CONSUMO,CREDITO CONSUMO PRIORITARIO,COMERCIALES DIRECTOS,16300,6,6
sep-16,,ZONAL QUITO,PICHINCHA,QUITO,SANGOLQUI (AG.),MICROEMPRESA,CREDITO MICROEMPRESA,COMERCIO,24000,5,5
sep-16,,ZONAL QUITO,PICHINCHA,QUITO,SANGOLQUI (AG.),MICROEMPRESA,CREDITO MICROEMPRESA,PECUARIO,16000,4,4
sep-16,,ZONAL QUITO,PICHINCHA,QUITO,SANGOLQUI (AG.),MICROEMPRESA,CREDITO MICROEMPRESA,PEQUENA INDUSTRIA,31200,4,4
sep-16,,ZONAL QUITO,PICHINCHA,QUITO,SANGOLQUI (AG.),MICROEMPRESA,CREDITO MICROEMPRESA,SERVICIOS,25060,5,5
sep-16,,ZONAL QUITO,PICHINCHA,QUITO,SANGOLQUI (AG.),MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,8133.44,14,14
sep-16,,ZONAL QUITO,PICHINCHA,QUITO,SANGOLQUI (AG.),MICROEMPRESA,MICROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,8936.56,17,17
sep-16,,ZONAL QUITO,PICHINCHA,QUITO,SANGOLQUI (AG.),MICROEMPRESA,MICROCREDITO EMPRENDIMIENTO,AGRICOLA,18000,2,2
sep-16,,ZONAL QUITO,PICHINCHA,QUITO,SANGOLQUI (AG.),MICROEMPRESA,MICROCREDITO EMPRENDIMIENTO,PEQUENA INDUSTRIA,40000,2,2
sep-16,,ZONAL QUITO,PICHINCHA,QUITO,SANGOLQUI (AG.),MICROEMPRESA,MICROCREDITO EMPRENDIMIENTO,SERVICIOS,7500,1,1
sep-16,,ZONAL QUITO,PICHINCHA,SUCURSAL MAYOR,QUITO,COMERCIAL,COMERCIAL PRIORITARIO ASOCIATI,PEQUENA INDUSTRIA,29000,2,2
sep-16,,ZONAL QUITO,PICHINCHA,SUCURSAL MAYOR,QUITO,COMERCIAL,COMERCIAL PRIORITARIO ASOCIATI,SERVICIOS,15000,1,1
sep-16,,ZONAL QUITO,PICHINCHA,SUCURSAL MAYOR,QUITO,COMERCIAL,CREDITO COMERCIAL PRIORITARIO,AGRICOLA,28560,1,1
sep-16,,ZONAL QUITO,PICHINCHA,SUCURSAL MAYOR,QUITO,COMERCIAL,CREDITO COMERCIAL PRIORITARIO,INDUSTRIAL,40000,1,1
sep-16,,ZONAL QUITO,PICHINCHA,SUCURSAL MAYOR,QUITO,COMERCIAL,CREDITO COMERCIAL PRIORITARIO,SERVICIOS,20000,1,1
sep-16,,ZONAL QUITO,PICHINCHA,SUCURSAL MAYOR,QUITO,CONSUMO,CREDITO CONSUMO PRIORITARIO,COMERCIALES DIRECTOS,13000,3,3
sep-16,,ZONAL QUITO,PICHINCHA,SUCURSAL MAYOR,QUITO,MICROEMPRESA,CREDITO MICROEMPRESA,AGRICOLA,11292.8,2,2
sep-16,,ZONAL QUITO,PICHINCHA,SUCURSAL MAYOR,QUITO,MICROEMPRESA,CREDITO MICROEMPRESA,ARTESANAL,14500,3,3
sep-16,,ZONAL QUITO,PICHINCHA,SUCURSAL MAYOR,QUITO,MICROEMPRESA,CREDITO MICROEMPRESA,COMERCIO,202000,24,24
sep-16,,ZONAL QUITO,PICHINCHA,SUCURSAL MAYOR,QUITO,MICROEMPRESA,CREDITO MICROEMPRESA,PECUARIO,89580,8,8
sep-16,,ZONAL QUITO,PICHINCHA,SUCURSAL MAYOR,QUITO,MICROEMPRESA,CREDITO MICROEMPRESA,PEQUENA INDUSTRIA,191500,18,18
sep-16,,ZONAL QUITO,PICHINCHA,SUCURSAL MAYOR,QUITO,MICROEMPRESA,CREDITO MICROEMPRESA,SERVICIOS,67000,6,6
sep-16,,ZONAL QUITO,PICHINCHA,SUCURSAL MAYOR,QUITO,MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,41829.12,72,72
sep-16,,ZONAL QUITO,PICHINCHA,SUCURSAL MAYOR,QUITO,MICROEMPRESA,MICROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,25758.32,49,49
sep-16,,ZONAL QUITO,PICHINCHA,SUCURSAL MAYOR,QUITO,MICROEMPRESA,MICROCREDITO EMPRENDIMIENTO,AGRICOLA,4000,1,1
sep-16,,ZONAL QUITO,PICHINCHA,SUCURSAL MAYOR,QUITO,MICROEMPRESA,MICROCREDITO EMPRENDIMIENTO,COMERCIO,66000,8,8
sep-16,,ZONAL QUITO,PICHINCHA,SUCURSAL MAYOR,QUITO,MICROEMPRESA,MICROCREDITO EMPRENDIMIENTO,PECUARIO,5000,1,1
sep-16,,ZONAL QUITO,PICHINCHA,SUCURSAL MAYOR,QUITO,MICROEMPRESA,MICROCREDITO EMPRENDIMIENTO,PEQUENA INDUSTRIA,13200,1,1
sep-16,,ZONAL QUITO,PICHINCHA,SUCURSAL MAYOR,QUITO,MICROEMPRESA,MICROCREDITO EMPRENDIMIENTO,SERVICIOS,66680,8,8
sep-16,,ZONAL QUITO,SANTO DOMINGO DE LOS TSACHILAS,QUITO,MACHACHI,MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,580.96,1,1
sep-16,,ZONAL QUITO,SANTO DOMINGO DE LOS TSACHILAS,QUITO,S. M. DE LOS BANCOS,MICROEMPRESA,CREDITO MICROEMPRESA,PECUARIO,15000,2,2
sep-16,,ZONAL QUITO,SANTO DOMINGO DE LOS TSACHILAS,SUCURSAL MAYOR,QUITO,MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,1742.88,3,3
sep-16,,ZONAL QUITO,SUCUMBIOS,SUCURSAL MAYOR,QUITO,MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,580.96,1,1
sep-16,,ZONAL QUITO,TUNGURAHUA,QUITO,CAYAMBE (AG.),MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,1133.99,1,1
sep-16,,ZONAL QUITO,TUNGURAHUA,QUITO,SANGOLQUI (AG.),MICROEMPRESA,MICROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,525.68,1,1
sep-16,,ZONAL QUITO,TUNGURAHUA,SUCURSAL MAYOR,QUITO,MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,580.96,1,1
sep-16,,ZONAL RIOBAMBA,BOLIVAR,AMBATO,AMBATO,MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,580.96,1,1
sep-16,,ZONAL RIOBAMBA,BOLIVAR,LATACUNGA,EL CORAZON (AG.),MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,580.96,1,1
sep-16,,ZONAL RIOBAMBA,BOLIVAR,LATACUNGA,EL CORAZON (AG.),MICROEMPRESA,MICROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,525.68,1,1
sep-16,,ZONAL RIOBAMBA,BOLIVAR,LATACUNGA,LATACUNGA,MICROEMPRESA,CREDITO MICROEMPRESA,PECUARIO,14000,1,1
sep-16,,ZONAL RIOBAMBA,BOLIVAR,RIOBAMBA,CUMANDA,MICROEMPRESA,CREDITO MICROEMPRESA,AGRICOLA,19156.7,4,4
sep-16,,ZONAL RIOBAMBA,BOLIVAR,RIOBAMBA,CUMANDA,MICROEMPRESA,CREDITO MICROEMPRESA,PECUARIO,15800,3,3
sep-16,,ZONAL RIOBAMBA,BOLIVAR,RIOBAMBA,CUMANDA,MICROEMPRESA,CREDITO MICROEMPRESA,PEQUENA INDUSTRIA,8000,1,1
sep-16,,ZONAL RIOBAMBA,CANAR,RIOBAMBA,ALAUSI,MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,580.96,1,1
sep-16,,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,ALAUSI,MICROEMPRESA,CREDITO MICROEMPRESA,AGRICOLA,6000,1,1
sep-16,,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,ALAUSI,MICROEMPRESA,CREDITO MICROEMPRESA,COMERCIO,20300,5,5
sep-16,,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,ALAUSI,MICROEMPRESA,CREDITO MICROEMPRESA,PECUARIO,473800,72,72
sep-16,,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,ALAUSI,MICROEMPRESA,CREDITO MICROEMPRESA,PEQUENA INDUSTRIA,13400,1,1
sep-16,,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,ALAUSI,MICROEMPRESA,CREDITO MICROEMPRESA,SERVICIOS,15000,1,1
sep-16,,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,ALAUSI,MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,101075.9,134,134
sep-16,,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,ALAUSI,MICROEMPRESA,MICROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,4205.44,8,8
sep-16,,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,ALAUSI,MICROEMPRESA,MOCROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,4102.92,4,4
sep-16,,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,CHUNCHI (AG.),CONSUMO,CREDITO CONSUMO PRIORITARIO,COMERCIALES DIRECTOS,1500,1,1
sep-16,,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,CHUNCHI (AG.),MICROEMPRESA,CREDITO MICROEMPRESA,AGRICOLA,1013.52,1,1
sep-16,,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,CHUNCHI (AG.),MICROEMPRESA,CREDITO MICROEMPRESA,COMERCIO,16000,3,3
sep-16,,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,CHUNCHI (AG.),MICROEMPRESA,CREDITO MICROEMPRESA,PECUARIO,177000,26,26
sep-16,,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,CHUNCHI (AG.),MICROEMPRESA,CREDITO MICROEMPRESA,PEQUENA INDUSTRIA,15000,1,1
sep-16,,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,CHUNCHI (AG.),MICROEMPRESA,CREDITO MICROEMPRESA,SERVICIOS,15000,1,1
sep-16,,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,CHUNCHI (AG.),MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,52286.4,90,90
sep-16,,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,CHUNCHI (AG.),MICROEMPRESA,MICROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,4731.12,9,9
sep-16,,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,CUMANDA,COMERCIAL,CREDITO COMERCIAL PRIORITARIO,COMERCIO,20000,1,1
sep-16,,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,CUMANDA,MICROEMPRESA,CREDITO MICROEMPRESA,AGRICOLA,26345,2,2
sep-16,,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,CUMANDA,MICROEMPRESA,CREDITO MICROEMPRESA,COMERCIO,16000,4,4
sep-16,,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,CUMANDA,MICROEMPRESA,CREDITO MICROEMPRESA,PECUARIO,80080,8,8
sep-16,,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,CUMANDA,MICROEMPRESA,CREDITO MICROEMPRESA,PEQUENA INDUSTRIA,15694.29,1,1
sep-16,,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,CUMANDA,MICROEMPRESA,MICROCREDITO CRECIMIENTO MAG,AGRICOLA,3900.68,1,1
sep-16,,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,CUMANDA,MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,22406.07,30,30
sep-16,,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,CUMANDA,MICROEMPRESA,MICROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,525.68,1,1
sep-16,,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,CUMANDA,MICROEMPRESA,MICROCREDITO TIERRAS SECTOR RU,AGRICOLA,28000,1,1
sep-16,,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,CUMANDA,MICROEMPRESA,MOCROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,3077.19,3,3
sep-16,,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,GUANO (AG.),MICROEMPRESA,CREDITO MICROEMPRESA,AGRICOLA,58699.41,12,12
sep-16,,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,GUANO (AG.),MICROEMPRESA,CREDITO MICROEMPRESA,PECUARIO,144800,18,18
sep-16,,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,GUANO (AG.),MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,60822.08,59,59
sep-16,,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,GUANO (AG.),MICROEMPRESA,MICROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,1051.36,2,2
sep-16,,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,GUANO (AG.),MICROEMPRESA,MOCROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,15385.95,15,15
sep-16,,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,MCDO. MAYORISTA DE RIOBAMBA (A,MICROEMPRESA,CREDITO MICROEMPRESA,AGRICOLA,52000,8,8
sep-16,,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,MCDO. MAYORISTA DE RIOBAMBA (A,MICROEMPRESA,CREDITO MICROEMPRESA,COMERCIO,9000,2,2
sep-16,,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,MCDO. MAYORISTA DE RIOBAMBA (A,MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,71251.43,76,76
