Mes,Region,Zonal,Provincia,Sucursal,Oficina,Tipo de cartera,Tipo de producto,Tipo de prestamo, Monto entregado ,Numero de operaciones,No Clientes
may-16,,ZONAL CUENCA,AZUAY,AZOGUES,AZOGUES,MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,1133.99,1,1
may-16,,ZONAL CUENCA,AZUAY,CUENCA,CAMILO PONCE E. (AG.),MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,1742.88,3,3
may-16,,ZONAL CUENCA,AZUAY,CUENCA,CAMILO PONCE E. (AG.),MICROEMPRESA,MICROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,3154.08,6,6
may-16,,ZONAL CUENCA,AZUAY,CUENCA,CUENCA,MICROEMPRESA,CREDITO MICROEMPRESA,PECUARIO,9000,1,1
may-16,,ZONAL CUENCA,AZUAY,CUENCA,CUENCA,MICROEMPRESA,CREDITO MICROEMPRESA,SERVICIOS,10000,1,1
may-16,,ZONAL CUENCA,AZUAY,CUENCA,CUENCA,MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,15685.92,27,27
may-16,,ZONAL CUENCA,AZUAY,CUENCA,CUENCA,MICROEMPRESA,MICROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,5256.8,10,10
may-16,,ZONAL CUENCA,AZUAY,CUENCA,CUENCA,MICROEMPRESA,MOCROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,28720.44,28,28
may-16,,ZONAL CUENCA,AZUAY,CUENCA,GIRON (AG.),MICROEMPRESA,CREDITO MICROEMPRESA,PECUARIO,30000,4,4
may-16,,ZONAL CUENCA,AZUAY,CUENCA,GIRON (AG.),MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,2323.84,4,4
may-16,,ZONAL CUENCA,AZUAY,CUENCA,GIRON (AG.),MICROEMPRESA,MICROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,1051.36,2,2
may-16,,ZONAL CUENCA,AZUAY,CUENCA,GUALACEO,MICROEMPRESA,CREDITO MICROEMPRESA,PECUARIO,10000,1,1
may-16,,ZONAL CUENCA,AZUAY,CUENCA,GUALACEO,MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,5228.64,9,9
may-16,,ZONAL CUENCA,AZUAY,CUENCA,GUALACEO,MICROEMPRESA,MICROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,1051.36,2,2
may-16,,ZONAL CUENCA,AZUAY,CUENCA,PAUTE,COMERCIAL,CREDITO COMERCIAL PRIORITARIO,AGRICOLA,25000,1,1
may-16,,ZONAL CUENCA,AZUAY,CUENCA,PAUTE,MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,1161.92,2,2
may-16,,ZONAL CUENCA,AZUAY,CUENCA,PAUTE,MICROEMPRESA,MICROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,525.68,1,1
may-16,,ZONAL CUENCA,AZUAY,CUENCA,SANTA ISABEL (AG.),MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,2323.84,4,4
may-16,,ZONAL CUENCA,AZUAY,CUENCA,SANTA ISABEL (AG.),MICROEMPRESA,MICROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,2102.72,4,4
may-16,,ZONAL CUENCA,CANAR,AZOGUES,AZOGUES,MICROEMPRESA,CREDITO MICROEMPRESA,COMERCIO,14400,1,1
may-16,,ZONAL CUENCA,CANAR,AZOGUES,AZOGUES,MICROEMPRESA,CREDITO MICROEMPRESA,PECUARIO,15000,2,2
may-16,,ZONAL CUENCA,CANAR,AZOGUES,AZOGUES,MICROEMPRESA,MICROCREDITO CRECIMIENTO SETED,ARTESANAL,10432,1,1
may-16,,ZONAL CUENCA,CANAR,AZOGUES,AZOGUES,MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,45968.49,42,42
may-16,,ZONAL CUENCA,CANAR,AZOGUES,AZOGUES,MICROEMPRESA,MICROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,525.68,1,1
may-16,,ZONAL CUENCA,CANAR,AZOGUES,AZOGUES,MICROEMPRESA,MOCROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,7180.11,7,7
may-16,,ZONAL CUENCA,CANAR,AZOGUES,CANAR (AG.),MICROEMPRESA,CREDITO MICROEMPRESA,PECUARIO,77000,6,6
may-16,,ZONAL CUENCA,CANAR,AZOGUES,CANAR (AG.),MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,18339.35,23,23
may-16,,ZONAL CUENCA,CANAR,AZOGUES,CANAR (AG.),MICROEMPRESA,MICROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,3679.76,7,7
may-16,,ZONAL CUENCA,CANAR,AZOGUES,CANAR (AG.),MICROEMPRESA,MOCROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,2051.46,2,2
may-16,,ZONAL CUENCA,CANAR,AZOGUES,LA TRONCAL (AG.),MICROEMPRESA,CREDITO MICROEMPRESA,AGRICOLA,16759.52,2,2
may-16,,ZONAL CUENCA,CANAR,AZOGUES,LA TRONCAL (AG.),MICROEMPRESA,CREDITO MICROEMPRESA,COMERCIO,15000,1,1
may-16,,ZONAL CUENCA,CANAR,AZOGUES,LA TRONCAL (AG.),MICROEMPRESA,CREDITO MICROEMPRESA,PEQUENA INDUSTRIA,12000,1,1
may-16,,ZONAL CUENCA,CANAR,AZOGUES,LA TRONCAL (AG.),MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,3485.76,6,6
may-16,,ZONAL CUENCA,CANAR,AZOGUES,LA TRONCAL (AG.),MICROEMPRESA,MICROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,4731.12,9,9
may-16,,ZONAL CUENCA,GUAYAS,AZOGUES,CANAR (AG.),MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,580.96,1,1
may-16,,ZONAL CUENCA,GUAYAS,AZOGUES,CANAR (AG.),MICROEMPRESA,MICROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,1577.04,3,3
may-16,,ZONAL CUENCA,GUAYAS,AZOGUES,LA TRONCAL (AG.),MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,5809.6,10,10
may-16,,ZONAL CUENCA,GUAYAS,AZOGUES,LA TRONCAL (AG.),MICROEMPRESA,MICROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,2628.4,5,5
may-16,,ZONAL CUENCA,MORONA SANTIAGO,MACAS,GUALAQUIZA,MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,7552.48,13,13
may-16,,ZONAL CUENCA,MORONA SANTIAGO,MACAS,GUALAQUIZA,MICROEMPRESA,MICROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,1051.36,2,2
may-16,,ZONAL CUENCA,MORONA SANTIAGO,MACAS,GUALAQUIZA,MICROEMPRESA,MOCROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,6154.38,6,6
may-16,,ZONAL CUENCA,MORONA SANTIAGO,MACAS,LIMON INDANZA (AG.),MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,6390.56,11,11
may-16,,ZONAL CUENCA,MORONA SANTIAGO,MACAS,LIMON INDANZA (AG.),MICROEMPRESA,MICROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,2628.4,5,5
may-16,,ZONAL CUENCA,MORONA SANTIAGO,MACAS,MACAS,COMERCIAL,CREDITO COMERCIAL PRIORITARIO,PEQUENA INDUSTRIA,15200,1,1
may-16,,ZONAL CUENCA,MORONA SANTIAGO,MACAS,MACAS,MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,49873.2,63,63
may-16,,ZONAL CUENCA,MORONA SANTIAGO,MACAS,MACAS,MICROEMPRESA,MICROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,4731.12,9,9
may-16,,ZONAL CUENCA,MORONA SANTIAGO,MACAS,MACAS,MICROEMPRESA,MOCROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,5128.65,5,5
may-16,,ZONAL CUENCA,MORONA SANTIAGO,MACAS,MENDEZ (AG.),MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,18590.72,32,32
may-16,,ZONAL CUENCA,MORONA SANTIAGO,MACAS,MENDEZ (AG.),MICROEMPRESA,MICROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,9462.24,18,18
may-16,,ZONAL CUENCA,MORONA SANTIAGO,MACAS,PABLO SEXTO (AG.),MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,16266.88,28,28
may-16,,ZONAL CUENCA,MORONA SANTIAGO,MACAS,PABLO SEXTO (AG.),MICROEMPRESA,MICROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,2628.4,5,5
may-16,,ZONAL CUENCA,MORONA SANTIAGO,MACAS,PALORA (AG.),MICROEMPRESA,CREDITO MICROEMPRESA,PECUARIO,3000,1,1
may-16,,ZONAL CUENCA,MORONA SANTIAGO,MACAS,PALORA (AG.),MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,10317.63,13,13
may-16,,ZONAL CUENCA,MORONA SANTIAGO,MACAS,PALORA (AG.),MICROEMPRESA,MICROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,1051.36,2,2
may-16,,ZONAL CUENCA,MORONA SANTIAGO,MACAS,PALORA (AG.),MICROEMPRESA,MOCROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,14360.22,14,14
may-16,,ZONAL CUENCA,MORONA SANTIAGO,MACAS,SUCUA (AG.),MICROEMPRESA,CREDITO MICROEMPRESA,PEQUENA INDUSTRIA,3500,1,1
may-16,,ZONAL CUENCA,MORONA SANTIAGO,MACAS,SUCUA (AG.),MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,12781.12,22,22
may-16,,ZONAL CUENCA,MORONA SANTIAGO,MACAS,SUCUA (AG.),MICROEMPRESA,MICROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,7359.52,14,14
may-16,,ZONAL CUENCA,MORONA SANTIAGO,MACAS,SUCUA (AG.),MICROEMPRESA,MOCROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,2051.46,2,2
may-16,,ZONAL CUENCA,MORONA SANTIAGO,MACAS,TAISHA (OE.),MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,8714.4,15,15
may-16,,ZONAL CUENCA,MORONA SANTIAGO,MACAS,TAISHA (OE.),MICROEMPRESA,MICROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,1577.04,3,3
may-16,,ZONAL GUAYAQUIL,AZUAY,GUAYAQUIL,NARANJAL (AG.),MICROEMPRESA,MICROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,525.68,1,1
may-16,,ZONAL GUAYAQUIL,BOLIVAR,BABAHOYO,BABAHOYO,MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,1161.92,2,2
may-16,,ZONAL GUAYAQUIL,BOLIVAR,BABAHOYO,BABAHOYO,MICROEMPRESA,MICROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,525.68,1,1
may-16,,ZONAL GUAYAQUIL,BOLIVAR,GUARANDA,ECHEANDIA (AG.),MICROEMPRESA,CREDITO MICROEMPRESA,SERVICIOS,6000,1,1
may-16,,ZONAL GUAYAQUIL,BOLIVAR,GUARANDA,ECHEANDIA (AG.),MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,12781.12,22,22
may-16,,ZONAL GUAYAQUIL,BOLIVAR,GUARANDA,ECHEANDIA (AG.),MICROEMPRESA,MICROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,3154.08,6,6
may-16,,ZONAL GUAYAQUIL,BOLIVAR,GUARANDA,GUARANDA,MICROEMPRESA,CREDITO MICROEMPRESA,PECUARIO,48950,8,8
may-16,,ZONAL GUAYAQUIL,BOLIVAR,GUARANDA,GUARANDA,MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,109762.37,148,148
may-16,,ZONAL GUAYAQUIL,BOLIVAR,GUARANDA,GUARANDA,MICROEMPRESA,MICROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,5256.8,10,10
may-16,,ZONAL GUAYAQUIL,BOLIVAR,GUARANDA,GUARANDA,MICROEMPRESA,MOCROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,2051.46,2,2
may-16,,ZONAL GUAYAQUIL,BOLIVAR,GUARANDA,LAS NAVES,MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,580.96,1,1
may-16,,ZONAL GUAYAQUIL,BOLIVAR,GUARANDA,S. M. BOLIVAR (AG.),MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,16847.84,29,29
may-16,,ZONAL GUAYAQUIL,BOLIVAR,GUARANDA,S. M. BOLIVAR (AG.),MICROEMPRESA,MICROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,525.68,1,1
may-16,,ZONAL GUAYAQUIL,BOLIVAR,GUAYAQUIL,EL TRIUNFO (AG.),MICROEMPRESA,MICROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,525.68,1,1
may-16,,ZONAL GUAYAQUIL,CANAR,GUAYAQUIL,ATARAZANA (AG.),MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,580.96,1,1
may-16,,ZONAL GUAYAQUIL,CANAR,GUAYAQUIL,ATARAZANA (AG.),MICROEMPRESA,MICROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,525.68,1,1
may-16,,ZONAL GUAYAQUIL,CANAR,GUAYAQUIL,EL TRIUNFO (AG.),MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,1161.92,2,2
may-16,,ZONAL GUAYAQUIL,CANAR,GUAYAQUIL,EL TRIUNFO (AG.),MICROEMPRESA,MICROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,525.68,1,1
may-16,,ZONAL GUAYAQUIL,CANAR,GUAYAQUIL,GUAYAQUIL,MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,580.96,1,1
may-16,,ZONAL GUAYAQUIL,CANAR,GUAYAQUIL,SALITRE (OE.),MICROEMPRESA,MOCROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,1025.73,1,1
may-16,,ZONAL GUAYAQUIL,CHIMBORAZO,GUARANDA,S. M. BOLIVAR (AG.),MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,580.96,1,1
may-16,,ZONAL GUAYAQUIL,CHIMBORAZO,GUAYAQUIL,ATARAZANA (AG.),MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,2267.98,2,2
may-16,,ZONAL GUAYAQUIL,CHIMBORAZO,GUAYAQUIL,MILAGRO,MICROEMPRESA,MICROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,525.68,1,1
may-16,,ZONAL GUAYAQUIL,GALAPAGOS,PUERTO BAQUERIZO MORENO,PTO. BAQUERIZO MORENO,MICROEMPRESA,CREDITO MICROEMPRESA,ARTESANAL,10000,1,1
may-16,,ZONAL GUAYAQUIL,GALAPAGOS,PUERTO BAQUERIZO MORENO,PTO. BAQUERIZO MORENO,MICROEMPRESA,CREDITO MICROEMPRESA,TURISMO,15000,1,1
may-16,,ZONAL GUAYAQUIL,GUAYAS,BABAHOYO,BABA (AG.),MICROEMPRESA,MOCROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,1025.73,1,1
may-16,,ZONAL GUAYAQUIL,GUAYAS,BABAHOYO,BABAHOYO,MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,1161.92,2,2
may-16,,ZONAL GUAYAQUIL,GUAYAS,BABAHOYO,BABAHOYO,MICROEMPRESA,MICROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,2102.72,4,4
may-16,,ZONAL GUAYAQUIL,GUAYAS,BABAHOYO,CATARAMA,MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,2323.84,4,4
may-16,,ZONAL GUAYAQUIL,GUAYAS,BABAHOYO,CATARAMA,MICROEMPRESA,MICROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,525.68,1,1
may-16,,ZONAL GUAYAQUIL,GUAYAS,BABAHOYO,QUEVEDO (AG.),MICROEMPRESA,MICROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,1577.04,3,3
may-16,,ZONAL GUAYAQUIL,GUAYAS,BABAHOYO,QUEVEDO (AG.),MICROEMPRESA,MOCROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,1025.73,1,1
may-16,,ZONAL GUAYAQUIL,GUAYAS,BABAHOYO,VENTANAS,MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,580.96,1,1
may-16,,ZONAL GUAYAQUIL,GUAYAS,BABAHOYO,VENTANAS,MICROEMPRESA,MICROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,525.68,1,1
may-16,,ZONAL GUAYAQUIL,GUAYAS,BABAHOYO,VINCES,MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,580.96,1,1
may-16,,ZONAL GUAYAQUIL,GUAYAS,BABAHOYO,VINCES,MICROEMPRESA,MICROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,4731.12,9,9
may-16,,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,ATARAZANA (AG.),MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,146044.48,160,160
may-16,,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,ATARAZANA (AG.),MICROEMPRESA,MICROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,42054.4,80,80
may-16,,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,ATARAZANA (AG.),MICROEMPRESA,MOCROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,76929.75,75,75
may-16,,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,BALZAR (AG.),MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,61235.46,54,54
may-16,,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,BALZAR (AG.),MICROEMPRESA,MOCROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,63595.26,62,62
may-16,,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,COLIMES (AG.),MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,14524,25,25
may-16,,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,COLIMES (AG.),MICROEMPRESA,MICROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,28386.72,54,54
may-16,,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,DAULE (AG.),MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,29048,50,50
may-16,,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,DAULE (AG.),MICROEMPRESA,MICROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,22604.24,43,43
may-16,,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,DAULE (AG.),MICROEMPRESA,MOCROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,9231.57,9,9
may-16,,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,EL EMPALME (AG.),MICROEMPRESA,CREDITO MICROEMPRESA,AGRICOLA,3787.5,1,1
may-16,,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,EL EMPALME (AG.),MICROEMPRESA,CREDITO MICROEMPRESA,COMERCIO,5000,1,1
may-16,,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,EL EMPALME (AG.),MICROEMPRESA,CREDITO MICROEMPRESA,PECUARIO,5000,1,1
may-16,,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,EL EMPALME (AG.),MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,27305.12,47,47
may-16,,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,EL EMPALME (AG.),MICROEMPRESA,MICROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,25758.32,49,49
may-16,,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,EL TRIUNFO (AG.),COMERCIAL,CREDITO COMERCIAL PRIORITARIO,AGRICOLA,180000,1,1
may-16,,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,EL TRIUNFO (AG.),MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,50543.52,87,87
may-16,,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,EL TRIUNFO (AG.),MICROEMPRESA,MICROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,48888.24,93,93
may-16,,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,GUASMO (AG.),MICROEMPRESA,CREDITO MICROEMPRESA,COMERCIO,6500,2,2
may-16,,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,GUASMO (AG.),MICROEMPRESA,CREDITO MICROEMPRESA,SERVICIOS,4000,1,1
may-16,,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,GUASMO (AG.),MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,12200.16,21,21
may-16,,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,GUASMO (AG.),MICROEMPRESA,MICROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,9987.92,19,19
may-16,,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,GUAYAQUIL,COMERCIAL,CREDITO COMERCIAL PRIORITARIO,AGRICOLA,49770.46,1,1
may-16,,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,GUAYAQUIL,MICROEMPRESA,CREDITO MICROEMPRESA,AGRICOLA,16096.3,1,1
may-16,,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,GUAYAQUIL,MICROEMPRESA,CREDITO MICROEMPRESA,COMERCIO,21000,3,3
may-16,,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,GUAYAQUIL,MICROEMPRESA,CREDITO MICROEMPRESA,SERVICIOS,4500,1,1
may-16,,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,GUAYAQUIL,MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,104260,149,149
may-16,,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,GUAYAQUIL,MICROEMPRESA,MICROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,85160.16,162,162
may-16,,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,GUAYAQUIL,MICROEMPRESA,MOCROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,27694.71,27,27
may-16,,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,MILAGRO,MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,78937.99,74,74
may-16,,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,MILAGRO,MICROEMPRESA,MICROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,6308.16,12,12
may-16,,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,MILAGRO,MICROEMPRESA,MOCROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,5128.65,5,5
may-16,,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,NARANJAL (AG.),MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,8714.4,15,15
may-16,,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,NARANJAL (AG.),MICROEMPRESA,MICROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,11564.96,22,22
may-16,,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,PEDRO CARBO (AG.),MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,20333.6,35,35
may-16,,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,PEDRO CARBO (AG.),MICROEMPRESA,MICROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,37323.28,71,71
may-16,,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,SALITRE (OE.),MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,10205.91,9,9
may-16,,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,SALITRE (OE.),MICROEMPRESA,MOCROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,18463.14,18,18
may-16,,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,SAMBORONDON (AG.),MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,11038.24,19,19
may-16,,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,SAMBORONDON (AG.),MICROEMPRESA,MICROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,9987.92,19,19
may-16,,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,SANTA LUCIA (AG.),MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,6278.84,7,7
may-16,,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,SANTA LUCIA (AG.),MICROEMPRESA,MICROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,3154.08,6,6
may-16,,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,SANTA LUCIA (AG.),MICROEMPRESA,MOCROCREDITO DESARROLLO HUMANO,BONO DE DESARROLLO HUMANO,38977.74,38,38
may-16,,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,TARQUI (AG.),MICROEMPRESA,MICROCREDITO DE DESARROLLO HUM,BONO DE DESARROLLO HUMANO,8714.4,15,15
