Mes,Zonal,Provincia,Sucursal,Oficina,Tipo de cuenta,Saldo,No Cuentas,No Clientes
nov-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,PEDRO CARBO (AG.),Ahorro,2331654.63,21540,21050
nov-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,PEDRO CARBO (AG.),Corriente,308291.93,106,103
nov-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,PEDRO CARBO (AG.),DPF,253365.84,29,28
nov-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,PLAYAS (OE.),Ahorro,862042.07,10116,10105
nov-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,PLAYAS (OE.),Corriente,68170.28,87,87
nov-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,PLAYAS (OE.),DPF,79856.11,57,57
nov-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,SALITRE (OE.),Ahorro,698940.43,12408,12230
nov-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,SALITRE (OE.),Corriente,41071.93,44,39
nov-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,SALITRE (OE.),DPF,31767.73,7,7
nov-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,SAMBORONDON (AG.),Ahorro,311968.59,3310,3304
nov-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,SAMBORONDON (AG.),Corriente,3252.14,32,32
nov-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,SAMBORONDON (AG.),DPF,49035.00,17,15
nov-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,SANTA LUCIA (AG.),Ahorro,765995.53,6255,6228
nov-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,SANTA LUCIA (AG.),Corriente,165190.18,62,62
nov-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,SANTA LUCIA (AG.),DPF,66195.85,13,13
nov-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,TARQUI (AG.),Ahorro,869861.19,8042,8035
nov-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,TARQUI (AG.),Corriente,84822.45,61,61
nov-16,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,TARQUI (AG.),DPF,62600.00,13,13
nov-16,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,BABA (AG.),Ahorro,1163512.70,7871,7762
nov-16,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,BABA (AG.),Corriente,190561.57,82,82
nov-16,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,BABA (AG.),DPF,61000.00,6,5
nov-16,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,BABAHOYO,Ahorro,7934568.39,42558,41415
nov-16,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,BABAHOYO,Corriente,1374300.43,305,286
nov-16,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,BABAHOYO,DPF,1438632.73,52,50
nov-16,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,CATARAMA,Ahorro,2128804.79,17409,17157
nov-16,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,CATARAMA,Corriente,209967.76,127,121
nov-16,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,CATARAMA,DPF,237327.72,29,28
nov-16,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,PALENQUE (OE),Ahorro,754990.57,4324,4302
nov-16,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,PALENQUE (OE),Corriente,139284.46,29,29
nov-16,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,PALENQUE (OE),DPF,38500.00,11,11
nov-16,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,QUEVEDO (AG.),Ahorro,7444606.80,53638,52738
nov-16,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,QUEVEDO (AG.),Corriente,571491.62,653,627
nov-16,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,QUEVEDO (AG.),DPF,1632446.24,103,96
nov-16,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,QUINSALOMA (OE),Ahorro,1946992.76,5366,5333
nov-16,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,QUINSALOMA (OE),Corriente,324260.77,55,55
nov-16,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,QUINSALOMA (OE),DPF,117577.39,7,7
nov-16,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,VALENCIA (AG.),Ahorro,1182647.22,7551,7496
nov-16,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,VALENCIA (AG.),Corriente,58045.37,88,87
nov-16,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,VALENCIA (AG.),DPF,100759.80,13,13
nov-16,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,VENTANAS,Ahorro,2653579.17,19474,19135
nov-16,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,VENTANAS,Corriente,371372.42,149,140
nov-16,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,VENTANAS,DPF,81774.93,9,9
nov-16,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,VINCES,Ahorro,5701239.49,24917,24715
nov-16,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,VINCES,Corriente,488800.07,228,218
nov-16,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,VINCES,DPF,1159653.21,77,71
nov-16,ZONAL GUAYAQUIL,MANABI,GUARANDA,S. M. BOLIVAR (AG.),Ahorro,2756732.60,6516,6500
nov-16,ZONAL GUAYAQUIL,MANABI,GUARANDA,S. M. BOLIVAR (AG.),Corriente,342847.33,69,69
nov-16,ZONAL GUAYAQUIL,MANABI,GUARANDA,S. M. BOLIVAR (AG.),DPF,576559.18,55,52
nov-16,ZONAL GUAYAQUIL,SANTAELENA,SANTA ELENA,ANCONCITO (AG.),Ahorro,38694.00,161,160
nov-16,ZONAL GUAYAQUIL,SANTAELENA,SANTA ELENA,ANCONCITO (AG.),Corriente,1065.97,1,1
nov-16,ZONAL GUAYAQUIL,SANTAELENA,SANTA ELENA,SALINAS (AG.),Ahorro,478309.07,5712,5698
nov-16,ZONAL GUAYAQUIL,SANTAELENA,SANTA ELENA,SALINAS (AG.),Corriente,27802.83,61,52
nov-16,ZONAL GUAYAQUIL,SANTAELENA,SANTA ELENA,SALINAS (AG.),DPF,186500.00,16,16
nov-16,ZONAL GUAYAQUIL,SANTAELENA,SANTA ELENA,SANTA ELENA,Ahorro,1526630.65,25957,25823
nov-16,ZONAL GUAYAQUIL,SANTAELENA,SANTA ELENA,SANTA ELENA,Corriente,562168.93,277,276
nov-16,ZONAL GUAYAQUIL,SANTAELENA,SANTA ELENA,SANTA ELENA,DPF,287083.29,22,11
nov-16,ZONAL IBARRA,CARCHI,TULCAN,EL ANGEL,Ahorro,2117685.60,6151,6082
nov-16,ZONAL IBARRA,CARCHI,TULCAN,EL ANGEL,Corriente,528055.96,106,105
nov-16,ZONAL IBARRA,CARCHI,TULCAN,EL ANGEL,DPF,385168.06,28,25
nov-16,ZONAL IBARRA,CARCHI,TULCAN,MIRA (AG),Ahorro,374335.96,1022,1012
nov-16,ZONAL IBARRA,CARCHI,TULCAN,MIRA (AG),Corriente,424014.02,34,25
nov-16,ZONAL IBARRA,CARCHI,TULCAN,MIRA (AG),DPF,76050.00,9,8
nov-16,ZONAL IBARRA,CARCHI,TULCAN,SAN GABRIEL,Ahorro,3219341.61,7604,7569
nov-16,ZONAL IBARRA,CARCHI,TULCAN,SAN GABRIEL,Corriente,774152.64,232,231
nov-16,ZONAL IBARRA,CARCHI,TULCAN,SAN GABRIEL,DPF,295974.00,43,40
nov-16,ZONAL IBARRA,CARCHI,TULCAN,TULCAN,Ahorro,5931489.75,13068,13011
nov-16,ZONAL IBARRA,CARCHI,TULCAN,TULCAN,Corriente,368149.35,199,198
nov-16,ZONAL IBARRA,CARCHI,TULCAN,TULCAN,DPF,631824.78,40,38
nov-16,ZONAL IBARRA,ESMERALDAS,ESMERALDAS,ATACAMES (OE.),Ahorro,887331.25,5844,5828
nov-16,ZONAL IBARRA,ESMERALDAS,ESMERALDAS,ATACAMES (OE.),Corriente,93395.48,169,159
nov-16,ZONAL IBARRA,ESMERALDAS,ESMERALDAS,ATACAMES (OE.),DPF,80500.00,15,14
nov-16,ZONAL IBARRA,ESMERALDAS,ESMERALDAS,ESMERALDAS,Ahorro,6666071.64,41665,41080
nov-16,ZONAL IBARRA,ESMERALDAS,ESMERALDAS,ESMERALDAS,Corriente,1526414.21,744,721
nov-16,ZONAL IBARRA,ESMERALDAS,ESMERALDAS,ESMERALDAS,DPF,2725329.94,102,96
nov-16,ZONAL IBARRA,ESMERALDAS,ESMERALDAS,LIMONES (OE.),Ahorro,302371.23,3339,3324
nov-16,ZONAL IBARRA,ESMERALDAS,ESMERALDAS,LIMONES (OE.),Corriente,27745.82,50,40
nov-16,ZONAL IBARRA,ESMERALDAS,ESMERALDAS,LIMONES (OE.),DPF,62701.00,17,17
nov-16,ZONAL IBARRA,ESMERALDAS,ESMERALDAS,MUISNE (AG.),Ahorro,1440918.61,12819,12725
nov-16,ZONAL IBARRA,ESMERALDAS,ESMERALDAS,MUISNE (AG.),Corriente,170958.14,125,125
nov-16,ZONAL IBARRA,ESMERALDAS,ESMERALDAS,MUISNE (AG.),DPF,96839.91,33,33
nov-16,ZONAL IBARRA,ESMERALDAS,ESMERALDAS,QUININDE (AG.),Ahorro,5982788.85,32005,31653
nov-16,ZONAL IBARRA,ESMERALDAS,ESMERALDAS,QUININDE (AG.),Corriente,567930.03,424,420
nov-16,ZONAL IBARRA,ESMERALDAS,ESMERALDAS,QUININDE (AG.),DPF,752720.59,66,64
nov-16,ZONAL IBARRA,ESMERALDAS,ESMERALDAS,SAN LORENZO (AG.),Ahorro,1768385.21,13018,12758
nov-16,ZONAL IBARRA,ESMERALDAS,ESMERALDAS,SAN LORENZO (AG.),Corriente,469345.92,224,216
nov-16,ZONAL IBARRA,ESMERALDAS,ESMERALDAS,SAN LORENZO (AG.),DPF,166507.12,27,27
nov-16,ZONAL IBARRA,IMBABURA,IBARRA,ATUNTAQUI (AG.),Ahorro,515430.42,1319,1309
nov-16,ZONAL IBARRA,IMBABURA,IBARRA,ATUNTAQUI (AG.),Corriente,62094.32,47,47
nov-16,ZONAL IBARRA,IMBABURA,IBARRA,ATUNTAQUI (AG.),DPF,128896.00,23,19
nov-16,ZONAL IBARRA,IMBABURA,IBARRA,COTACACHI (AG.),Ahorro,1006633.03,5213,5182
nov-16,ZONAL IBARRA,IMBABURA,IBARRA,COTACACHI (AG.),Corriente,226698.29,68,65
nov-16,ZONAL IBARRA,IMBABURA,IBARRA,COTACACHI (AG.),DPF,174596.41,24,20
nov-16,ZONAL IBARRA,IMBABURA,IBARRA,IBARRA,Ahorro,6764371.08,21149,20770
nov-16,ZONAL IBARRA,IMBABURA,IBARRA,IBARRA,Corriente,662242.01,312,312
nov-16,ZONAL IBARRA,IMBABURA,IBARRA,IBARRA,DPF,821352.61,69,62
nov-16,ZONAL IBARRA,IMBABURA,IBARRA,OTAVALO,Ahorro,2889712.91,14316,14113
nov-16,ZONAL IBARRA,IMBABURA,IBARRA,OTAVALO,Corriente,239206.44,186,186
nov-16,ZONAL IBARRA,IMBABURA,IBARRA,OTAVALO,DPF,982594.46,81,79
nov-16,ZONAL IBARRA,IMBABURA,IBARRA,PIMAMPIRO (AG.),Ahorro,216628.14,1934,1920
nov-16,ZONAL IBARRA,IMBABURA,IBARRA,PIMAMPIRO (AG.),Corriente,692725.59,45,44
nov-16,ZONAL IBARRA,IMBABURA,IBARRA,PIMAMPIRO (AG.),DPF,42401.00,16,15
nov-16,ZONAL IBARRA,SUCUMBIOS,LAGO AGRIO,LAGO AGRIO,Ahorro,10043709.52,34482,34071
nov-16,ZONAL IBARRA,SUCUMBIOS,LAGO AGRIO,LAGO AGRIO,Corriente,1280699.98,427,424
nov-16,ZONAL IBARRA,SUCUMBIOS,LAGO AGRIO,LAGO AGRIO,DPF,1691472.79,67,65
nov-16,ZONAL IBARRA,SUCUMBIOS,LAGO AGRIO,LUMBAQUI,Ahorro,442090.50,2033,2033
nov-16,ZONAL IBARRA,SUCUMBIOS,LAGO AGRIO,LUMBAQUI,Corriente,257751.35,49,43
nov-16,ZONAL IBARRA,SUCUMBIOS,LAGO AGRIO,LUMBAQUI,DPF,234839.19,22,21
nov-16,ZONAL IBARRA,SUCUMBIOS,LAGO AGRIO,PUTUMAYO (AG.),Ahorro,932947.38,4592,4578
nov-16,ZONAL IBARRA,SUCUMBIOS,LAGO AGRIO,PUTUMAYO (AG.),Corriente,30313.41,20,20
nov-16,ZONAL IBARRA,SUCUMBIOS,LAGO AGRIO,PUTUMAYO (AG.),DPF,22000.00,1,1
nov-16,ZONAL IBARRA,SUCUMBIOS,LAGO AGRIO,SHUSHUFINDI (AG.),Ahorro,6977325.48,18492,18194
nov-16,ZONAL IBARRA,SUCUMBIOS,LAGO AGRIO,SHUSHUFINDI (AG.),Corriente,614907.23,262,258
nov-16,ZONAL IBARRA,SUCUMBIOS,LAGO AGRIO,SHUSHUFINDI (AG.),DPF,1168302.72,69,67
nov-16,ZONAL IBARRA,SUCUMBIOS,LAGO AGRIO,TARAPOA (OE.),Ahorro,508824.23,1744,1739
nov-16,ZONAL IBARRA,SUCUMBIOS,LAGO AGRIO,TARAPOA (OE.),Corriente,43473.53,34,26
nov-16,ZONAL IBARRA,SUCUMBIOS,LAGO AGRIO,TARAPOA (OE.),DPF,99156.00,22,21
nov-16,ZONAL LOJA,EL ORO,MACHALA,ARENILLAS (AG.),Ahorro,3547861.45,13935,13901
nov-16,ZONAL LOJA,EL ORO,MACHALA,ARENILLAS (AG.),Corriente,363888.22,214,209
nov-16,ZONAL LOJA,EL ORO,MACHALA,ARENILLAS (AG.),DPF,713708.00,40,38
nov-16,ZONAL LOJA,EL ORO,MACHALA,HUAQUILLAS (OE.),Ahorro,1487914.02,7348,7348
nov-16,ZONAL LOJA,EL ORO,MACHALA,HUAQUILLAS (OE.),Corriente,185285.12,99,99
nov-16,ZONAL LOJA,EL ORO,MACHALA,HUAQUILLAS (OE.),DPF,114000.00,8,8
nov-16,ZONAL LOJA,EL ORO,MACHALA,MACHALA,Ahorro,3830591.07,34125,33968
nov-16,ZONAL LOJA,EL ORO,MACHALA,MACHALA,Corriente,1159237.02,471,458
nov-16,ZONAL LOJA,EL ORO,MACHALA,MACHALA,DPF,666821.49,49,46
nov-16,ZONAL LOJA,EL ORO,MACHALA,MARCABELI (OE.),Ahorro,943629.38,3077,3049
nov-16,ZONAL LOJA,EL ORO,MACHALA,MARCABELI (OE.),Corriente,231716.66,90,90
nov-16,ZONAL LOJA,EL ORO,MACHALA,MARCABELI (OE.),DPF,299542.90,29,29
nov-16,ZONAL LOJA,EL ORO,MACHALA,PINAS (AG.),Ahorro,2594137.03,6365,6350
nov-16,ZONAL LOJA,EL ORO,MACHALA,PINAS (AG.),Corriente,63520.61,69,69
nov-16,ZONAL LOJA,EL ORO,MACHALA,PINAS (AG.),DPF,1283512.87,77,66
nov-16,ZONAL LOJA,EL ORO,MACHALA,SANTA ROSA (AG.),Ahorro,1760339.90,12085,11924
nov-16,ZONAL LOJA,EL ORO,MACHALA,SANTA ROSA (AG.),Corriente,221144.92,343,333
nov-16,ZONAL LOJA,EL ORO,MACHALA,SANTA ROSA (AG.),DPF,346939.63,30,28
nov-16,ZONAL LOJA,EL ORO,MACHALA,ZARUMA (AG.),Ahorro,1611691.89,7550,7505
nov-16,ZONAL LOJA,EL ORO,MACHALA,ZARUMA (AG.),Corriente,138835.31,112,112
nov-16,ZONAL LOJA,EL ORO,MACHALA,ZARUMA (AG.),DPF,1128905.00,75,67
nov-16,ZONAL LOJA,LOJA,LOJA,ALAMOR,Ahorro,2618173.27,7003,6894
nov-16,ZONAL LOJA,LOJA,LOJA,ALAMOR,Corriente,163267.72,71,71
nov-16,ZONAL LOJA,LOJA,LOJA,ALAMOR,DPF,528987.61,61,58
nov-16,ZONAL LOJA,LOJA,LOJA,CARIAMANGA,Ahorro,1936765.63,10516,10450
nov-16,ZONAL LOJA,LOJA,LOJA,CARIAMANGA,Corriente,274924.41,121,121
nov-16,ZONAL LOJA,LOJA,LOJA,CARIAMANGA,DPF,659022.34,40,40
nov-16,ZONAL LOJA,LOJA,LOJA,CATACOCHA (AG.),Ahorro,1468482.49,6124,6103
nov-16,ZONAL LOJA,LOJA,LOJA,CATACOCHA (AG.),Corriente,227745.30,57,52
nov-16,ZONAL LOJA,LOJA,LOJA,CATACOCHA (AG.),DPF,282809.65,23,22
nov-16,ZONAL LOJA,LOJA,LOJA,CATAMAYO (OE.),Ahorro,652743.18,5020,5003
nov-16,ZONAL LOJA,LOJA,LOJA,CATAMAYO (OE.),Corriente,67163.67,63,62
nov-16,ZONAL LOJA,LOJA,LOJA,CATAMAYO (OE.),DPF,245821.34,27,26
nov-16,ZONAL LOJA,LOJA,LOJA,CELICA,Ahorro,3178091.47,7024,6927
nov-16,ZONAL LOJA,LOJA,LOJA,CELICA,Corriente,175884.88,95,94
nov-16,ZONAL LOJA,LOJA,LOJA,CELICA,DPF,316980.98,30,29
nov-16,ZONAL LOJA,LOJA,LOJA,CHAGUARPAMBA (OE),Ahorro,679144.61,2658,2650
nov-16,ZONAL LOJA,LOJA,LOJA,CHAGUARPAMBA (OE),Corriente,9306.67,31,31
nov-16,ZONAL LOJA,LOJA,LOJA,CHAGUARPAMBA (OE),DPF,66450.00,11,11
nov-16,ZONAL LOJA,LOJA,LOJA,GONZANAMA (AG.),Ahorro,1297052.84,5764,5682
nov-16,ZONAL LOJA,LOJA,LOJA,GONZANAMA (AG.),Corriente,150412.19,72,58
nov-16,ZONAL LOJA,LOJA,LOJA,GONZANAMA (AG.),DPF,130123.17,22,19
nov-16,ZONAL LOJA,LOJA,LOJA,LOJA,Ahorro,5484694.28,23890,23783
nov-16,ZONAL LOJA,LOJA,LOJA,LOJA,Corriente,1875157.43,243,225
nov-16,ZONAL LOJA,LOJA,LOJA,LOJA,DPF,988549.41,32,27
nov-16,ZONAL LOJA,LOJA,LOJA,MACARA,Ahorro,1930267.17,7450,7372
nov-16,ZONAL LOJA,LOJA,LOJA,MACARA,Corriente,65194.85,96,95
nov-16,ZONAL LOJA,LOJA,LOJA,MACARA,DPF,1232982.11,90,80
nov-16,ZONAL LOJA,LOJA,LOJA,OLMEDO,Ahorro,190282.05,724,723
nov-16,ZONAL LOJA,LOJA,LOJA,OLMEDO,Corriente,97830.45,4,4
nov-16,ZONAL LOJA,LOJA,LOJA,OLMEDO,DPF,63051.61,12,12
nov-16,ZONAL LOJA,LOJA,LOJA,PINDAL (OE.),Ahorro,1084277.75,2734,2706
nov-16,ZONAL LOJA,LOJA,LOJA,PINDAL (OE.),Corriente,247500.02,49,49
nov-16,ZONAL LOJA,LOJA,LOJA,PINDAL (OE.),DPF,272881.03,27,27
nov-16,ZONAL LOJA,LOJA,LOJA,SARAGURO (AG.),Ahorro,927717.31,4672,4625
nov-16,ZONAL LOJA,LOJA,LOJA,SARAGURO (AG.),Corriente,221173.02,91,81
nov-16,ZONAL LOJA,LOJA,LOJA,SARAGURO (AG.),DPF,115882.82,13,13
nov-16,ZONAL LOJA,LOJA,LOJA,SOZORANGA (AG.),Ahorro,775259.10,1847,1807
nov-16,ZONAL LOJA,LOJA,LOJA,SOZORANGA (AG.),Corriente,23752.45,26,26
nov-16,ZONAL LOJA,LOJA,LOJA,SOZORANGA (AG.),DPF,452700.37,27,23
nov-16,ZONAL LOJA,LOJA,LOJA,ZAPOTILLO,Ahorro,2353121.87,6623,6491
nov-16,ZONAL LOJA,LOJA,LOJA,ZAPOTILLO,Corriente,401184.22,77,74
nov-16,ZONAL LOJA,LOJA,LOJA,ZAPOTILLO,DPF,343164.83,24,24
nov-16,ZONAL LOJA,ZAMORA CHINCHIPE,ZAMORA,EL PANGUI (OE.),Ahorro,196160.29,1270,1267
nov-16,ZONAL LOJA,ZAMORA CHINCHIPE,ZAMORA,EL PANGUI (OE.),Corriente,28224.13,24,24
nov-16,ZONAL LOJA,ZAMORA CHINCHIPE,ZAMORA,EL PANGUI (OE.),DPF,122454.00,17,14
nov-16,ZONAL LOJA,ZAMORA CHINCHIPE,ZAMORA,NANGARITZA (AG.),Ahorro,377823.99,1364,1359
nov-16,ZONAL LOJA,ZAMORA CHINCHIPE,ZAMORA,NANGARITZA (AG.),Corriente,14680.49,17,14
nov-16,ZONAL LOJA,ZAMORA CHINCHIPE,ZAMORA,NANGARITZA (AG.),DPF,35000.00,8,8
nov-16,ZONAL LOJA,ZAMORA CHINCHIPE,ZAMORA,PALANDA (AG.),Ahorro,655981.56,2805,2793
nov-16,ZONAL LOJA,ZAMORA CHINCHIPE,ZAMORA,PALANDA (AG.),Corriente,19490.56,24,19
nov-16,ZONAL LOJA,ZAMORA CHINCHIPE,ZAMORA,PALANDA (AG.),DPF,262947.93,25,23
nov-16,ZONAL LOJA,ZAMORA CHINCHIPE,ZAMORA,YANTZAZA (AG.),Ahorro,1151797.08,6372,6338
nov-16,ZONAL LOJA,ZAMORA CHINCHIPE,ZAMORA,YANTZAZA (AG.),Corriente,43055.13,79,79
nov-16,ZONAL LOJA,ZAMORA CHINCHIPE,ZAMORA,YANTZAZA (AG.),DPF,135047.00,16,14
nov-16,ZONAL LOJA,ZAMORA CHINCHIPE,ZAMORA,ZAMORA,Ahorro,4156905.72,10763,10724
nov-16,ZONAL LOJA,ZAMORA CHINCHIPE,ZAMORA,ZAMORA,Corriente,128821.80,99,98
nov-16,ZONAL LOJA,ZAMORA CHINCHIPE,ZAMORA,ZAMORA,DPF,208695.97,14,14
nov-16,ZONAL LOJA,ZAMORA CHINCHIPE,ZAMORA,ZUMBA (AG.),Ahorro,2332521.15,7223,7210
nov-16,ZONAL LOJA,ZAMORA CHINCHIPE,ZAMORA,ZUMBA (AG.),Corriente,202280.32,66,66
nov-16,ZONAL LOJA,ZAMORA CHINCHIPE,ZAMORA,ZUMBA (AG.),DPF,297067.87,18,18
nov-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,BAHIA (AG.),Ahorro,4632937.10,23812,23539
nov-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,BAHIA (AG.),Corriente,426353.78,286,285
nov-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,BAHIA (AG.),DPF,987156.00,65,59
nov-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,CALCETA,Ahorro,4197624.73,22844,22695
nov-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,CALCETA,Corriente,446033.12,168,167
nov-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,CALCETA,DPF,361933.10,34,33
nov-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,CHONE,Ahorro,8076429.06,32678,32236
nov-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,CHONE,Corriente,1983169.48,346,341
nov-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,CHONE,DPF,1577491.11,125,117
nov-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,EL CARMEN,Ahorro,5681730.40,24183,23982
nov-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,EL CARMEN,Corriente,398722.69,220,215
nov-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,EL CARMEN,DPF,667815.91,60,57
nov-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,FLAVIO ALFARO (AG.),Ahorro,1256132.31,6048,5998
nov-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,FLAVIO ALFARO (AG.),Corriente,389820.05,56,56
nov-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,FLAVIO ALFARO (AG.),DPF,129537.00,24,24
nov-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,JIPIJAPA (AG.),Ahorro,7611837.12,28603,28372
nov-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,JIPIJAPA (AG.),Corriente,666629.42,311,307
nov-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,JIPIJAPA (AG.),DPF,2893228.85,152,144
nov-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,MANTA,Ahorro,4935315.79,38404,37980
nov-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,MANTA,Corriente,844243.50,492,476
nov-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,MANTA,DPF,890043.93,48,42
nov-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,MONTECRISTI (OE.),Ahorro,1140787.70,7065,7023
nov-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,MONTECRISTI (OE.),Corriente,154630.64,90,89
nov-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,MONTECRISTI (OE.),DPF,268778.78,30,27
nov-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,PAJAN (AG.),Ahorro,1311383.52,4555,4508
nov-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,PAJAN (AG.),Corriente,71575.08,92,92
nov-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,PAJAN (AG.),DPF,369643.40,23,23
nov-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,PEDERNALES,Ahorro,2889566.48,16299,16088
nov-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,PEDERNALES,Corriente,425286.70,357,355
nov-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,PEDERNALES,DPF,85765.23,27,26
nov-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,PICHINCHA (OE.),Ahorro,583431.83,1865,1856
nov-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,PICHINCHA (OE.),Corriente,3228.24,18,18
nov-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,PICHINCHA (OE.),DPF,128884.66,19,18
nov-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,PORTOVIEJO,Ahorro,15662740.78,61509,60639
nov-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,PORTOVIEJO,Corriente,6430943.93,737,728
nov-16,ZONAL PORTOVIEJO,MANABI,PORTOVIEJO,PORTOVIEJO,DPF,3420191.08,210,189
nov-16,ZONAL PORTOVIEJO,PICHINCHA,PORTOVIEJO,ROCAFUERTE,Ahorro,1698958.93,3413,3394
nov-16,ZONAL PORTOVIEJO,PICHINCHA,PORTOVIEJO,ROCAFUERTE,Corriente,517430.64,81,74
nov-16,ZONAL PORTOVIEJO,PICHINCHA,PORTOVIEJO,ROCAFUERTE,DPF,143020.00,10,10
nov-16,ZONAL PORTOVIEJO,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,LA CONCORDIA (OE),Ahorro,1596646.25,13237,13153
nov-16,ZONAL PORTOVIEJO,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,LA CONCORDIA (OE),Corriente,22797.23,113,113
nov-16,ZONAL PORTOVIEJO,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,LA CONCORDIA (OE),DPF,116955.00,14,13
nov-16,ZONAL PORTOVIEJO,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,SANTO DOMINGO,Ahorro,12451490.96,56816,56003
nov-16,ZONAL PORTOVIEJO,SANTO DOMINGO DE LOS TSACHILAS,SANTO DOMINGO,SANTO DOMINGO,Corriente,1430290.77,937,932
