Mes,Zonal,Provincia,Sucursal,Oficina,Tipo de cuenta,Saldo,No Cuentas,No Clientes
oct-17,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,CHUNCHI (AG.),Corriente,90793.28,54,53
oct-17,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,CHUNCHI (AG.),DPF,2307650.89,133,120
oct-17,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,CUMANDA,Ahorro,2710729.31,8078,7960
oct-17,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,CUMANDA,Corriente,469039.33,96,96
oct-17,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,CUMANDA,DPF,946788.13,92,84
oct-17,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,GUANO (AG.),Ahorro,584628.91,4122,4098
oct-17,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,GUANO (AG.),Corriente,15626.00,46,46
oct-17,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,GUANO (AG.),DPF,286440.03,32,30
oct-17,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,MCDO. MAYORISTA DE RIOBAMBA (A,Ahorro,277051.23,915,914
oct-17,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,MCDO. MAYORISTA DE RIOBAMBA (A,Corriente,24053.26,16,16
oct-17,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,MCDO. MAYORISTA DE RIOBAMBA (A,DPF,226159.46,35,34
oct-17,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,PALLATANGA (OE),Ahorro,1325704.59,3705,3681
oct-17,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,PALLATANGA (OE),Corriente,217807.51,76,76
oct-17,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,PALLATANGA (OE),DPF,301035.31,37,36
oct-17,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,RIOBAMBA,Ahorro,11396872.10,40455,40107
oct-17,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,RIOBAMBA,Corriente,1522027.84,398,389
oct-17,ZONAL RIOBAMBA,CHIMBORAZO,RIOBAMBA,RIOBAMBA,DPF,2752571.51,194,175
oct-17,ZONAL RIOBAMBA,COTOPAXI,LATACUNGA,CAC. LATACUNGA (OE.),Ahorro,31637.24,350,349
oct-17,ZONAL RIOBAMBA,COTOPAXI,LATACUNGA,CAC. LATACUNGA (OE.),Corriente,38.39,2,2
oct-17,ZONAL RIOBAMBA,COTOPAXI,LATACUNGA,CAC. LATACUNGA (OE.),DPF,109260.72,13,10
oct-17,ZONAL RIOBAMBA,COTOPAXI,LATACUNGA,EL CORAZON (AG.),Ahorro,2771904.57,7148,7108
oct-17,ZONAL RIOBAMBA,COTOPAXI,LATACUNGA,EL CORAZON (AG.),Corriente,128661.46,93,92
oct-17,ZONAL RIOBAMBA,COTOPAXI,LATACUNGA,EL CORAZON (AG.),DPF,601920.53,66,64
oct-17,ZONAL RIOBAMBA,COTOPAXI,LATACUNGA,LA MANA (AG.),Ahorro,3439966.57,16040,15987
oct-17,ZONAL RIOBAMBA,COTOPAXI,LATACUNGA,LA MANA (AG.),Corriente,265262.03,174,174
oct-17,ZONAL RIOBAMBA,COTOPAXI,LATACUNGA,LA MANA (AG.),DPF,624803.00,102,98
oct-17,ZONAL RIOBAMBA,COTOPAXI,LATACUNGA,LATACUNGA,Ahorro,5533496.55,21080,20999
oct-17,ZONAL RIOBAMBA,COTOPAXI,LATACUNGA,LATACUNGA,Corriente,1010891.76,299,296
oct-17,ZONAL RIOBAMBA,COTOPAXI,LATACUNGA,LATACUNGA,DPF,2888643.34,139,122
oct-17,ZONAL RIOBAMBA,COTOPAXI,LATACUNGA,SIGCHOS (AG.),Ahorro,771361.06,3355,3347
oct-17,ZONAL RIOBAMBA,COTOPAXI,LATACUNGA,SIGCHOS (AG.),Corriente,117896.31,20,20
oct-17,ZONAL RIOBAMBA,COTOPAXI,LATACUNGA,SIGCHOS (AG.),DPF,289774.00,42,36
oct-17,ZONAL RIOBAMBA,COTOPAXI,LATACUNGA,ZUMBAHUA (OE),Ahorro,339784.08,2834,2803
oct-17,ZONAL RIOBAMBA,COTOPAXI,LATACUNGA,ZUMBAHUA (OE),Corriente,2010.31,6,6
oct-17,ZONAL RIOBAMBA,COTOPAXI,LATACUNGA,ZUMBAHUA (OE),DPF,168495.54,37,36
oct-17,ZONAL RIOBAMBA,PASTAZA,EL PUYO,EL PUYO,Ahorro,5051682.61,22752,22683
oct-17,ZONAL RIOBAMBA,PASTAZA,EL PUYO,EL PUYO,Corriente,694480.76,353,353
oct-17,ZONAL RIOBAMBA,PASTAZA,EL PUYO,EL PUYO,DPF,814403.16,83,81
oct-17,ZONAL RIOBAMBA,TUNGURAHUA,AMBATO,AMBATO,Ahorro,7543365.36,23177,23059
oct-17,ZONAL RIOBAMBA,TUNGURAHUA,AMBATO,AMBATO,Corriente,4917742.82,247,241
oct-17,ZONAL RIOBAMBA,TUNGURAHUA,AMBATO,AMBATO,DPF,2108478.09,127,115
oct-17,ZONAL RIOBAMBA,TUNGURAHUA,AMBATO,BANOS (AG.),Ahorro,786241.23,3415,3410
oct-17,ZONAL RIOBAMBA,TUNGURAHUA,AMBATO,BANOS (AG.),Corriente,41076.22,43,43
oct-17,ZONAL RIOBAMBA,TUNGURAHUA,AMBATO,BANOS (AG.),DPF,359767.56,30,28
oct-17,ZONAL RIOBAMBA,TUNGURAHUA,AMBATO,CEVALLOS (AG.),Ahorro,846927.95,2838,2827
oct-17,ZONAL RIOBAMBA,TUNGURAHUA,AMBATO,CEVALLOS (AG.),Corriente,242699.58,95,94
oct-17,ZONAL RIOBAMBA,TUNGURAHUA,AMBATO,CEVALLOS (AG.),DPF,429170.12,23,22
oct-17,ZONAL RIOBAMBA,TUNGURAHUA,AMBATO,MCDO. MAYORISTA DE AMBATO (AG.,Ahorro,196133.79,451,451
oct-17,ZONAL RIOBAMBA,TUNGURAHUA,AMBATO,MCDO. MAYORISTA DE AMBATO (AG.,Corriente,71159.49,29,29
oct-17,ZONAL RIOBAMBA,TUNGURAHUA,AMBATO,MCDO. MAYORISTA DE AMBATO (AG.,DPF,138179.87,16,13
oct-17,ZONAL RIOBAMBA,TUNGURAHUA,AMBATO,PILLARO (AG.),Ahorro,632426.46,3658,3654
oct-17,ZONAL RIOBAMBA,TUNGURAHUA,AMBATO,PILLARO (AG.),Corriente,113652.02,28,28
oct-17,ZONAL RIOBAMBA,TUNGURAHUA,AMBATO,PILLARO (AG.),DPF,124606.28,24,22
oct-17,ZONAL RIOBAMBA,TUNGURAHUA,AMBATO,QUERO,Ahorro,899278.21,2713,2705
oct-17,ZONAL RIOBAMBA,TUNGURAHUA,AMBATO,QUERO,Corriente,451947.76,32,32
oct-17,ZONAL RIOBAMBA,TUNGURAHUA,AMBATO,QUERO,DPF,257241.67,42,39
nov-17,MATRIZ,PICHINCHA,MATRIZ,MATRIZ,DPF,752755440.73,21,4
nov-17,ZONAL CUENCA,AZUAY,CUENCA,CAMILO PONCE E. (AG.),Ahorro,861648.19,3427,3408
nov-17,ZONAL CUENCA,AZUAY,CUENCA,CAMILO PONCE E. (AG.),Corriente,161762.79,102,102
nov-17,ZONAL CUENCA,AZUAY,CUENCA,CAMILO PONCE E. (AG.),DPF,386700.00,26,25
nov-17,ZONAL CUENCA,AZUAY,CUENCA,CUENCA,Ahorro,11678311.24,17134,17091
nov-17,ZONAL CUENCA,AZUAY,CUENCA,CUENCA,Corriente,3343186.89,425,419
nov-17,ZONAL CUENCA,AZUAY,CUENCA,CUENCA,DPF,8497407.98,201,160
nov-17,ZONAL CUENCA,AZUAY,CUENCA,GIRON (AG.),Ahorro,1748259.42,3233,3208
nov-17,ZONAL CUENCA,AZUAY,CUENCA,GIRON (AG.),Corriente,253369.72,63,63
nov-17,ZONAL CUENCA,AZUAY,CUENCA,GIRON (AG.),DPF,2784491.00,142,116
nov-17,ZONAL CUENCA,AZUAY,CUENCA,GUALACEO,Ahorro,1181252.69,8163,8054
nov-17,ZONAL CUENCA,AZUAY,CUENCA,GUALACEO,Corriente,326927.84,133,133
nov-17,ZONAL CUENCA,AZUAY,CUENCA,GUALACEO,DPF,1260034.37,80,58
nov-17,ZONAL CUENCA,AZUAY,CUENCA,PAUTE,Ahorro,1233206.62,4749,4736
nov-17,ZONAL CUENCA,AZUAY,CUENCA,PAUTE,Corriente,435098.36,130,130
nov-17,ZONAL CUENCA,AZUAY,CUENCA,PAUTE,DPF,608319.09,36,32
nov-17,ZONAL CUENCA,AZUAY,CUENCA,SANTA ISABEL (AG.),Ahorro,1273890.33,2518,2515
nov-17,ZONAL CUENCA,AZUAY,CUENCA,SANTA ISABEL (AG.),Corriente,475473.23,71,68
nov-17,ZONAL CUENCA,AZUAY,CUENCA,SANTA ISABEL (AG.),DPF,1545297.04,27,24
nov-17,ZONAL CUENCA,CANAR,AZOGUES,AZOGUES,Ahorro,6061202.06,9588,9532
nov-17,ZONAL CUENCA,CANAR,AZOGUES,AZOGUES,Corriente,729375.12,222,221
nov-17,ZONAL CUENCA,CANAR,AZOGUES,AZOGUES,DPF,9622367.66,521,427
nov-17,ZONAL CUENCA,CANAR,AZOGUES,BIBLIAN (OE.),Ahorro,500689.41,1890,1882
nov-17,ZONAL CUENCA,CANAR,AZOGUES,BIBLIAN (OE.),Corriente,52777.19,45,45
nov-17,ZONAL CUENCA,CANAR,AZOGUES,BIBLIAN (OE.),DPF,1144416.13,133,121
nov-17,ZONAL CUENCA,CANAR,AZOGUES,CANAR (AG.),Ahorro,3961308.56,8765,8712
nov-17,ZONAL CUENCA,CANAR,AZOGUES,CANAR (AG.),Corriente,164205.75,66,66
nov-17,ZONAL CUENCA,CANAR,AZOGUES,CANAR (AG.),DPF,4877547.98,193,173
nov-17,ZONAL CUENCA,CANAR,AZOGUES,LA TRONCAL (AG.),Ahorro,1548673.88,7864,7758
nov-17,ZONAL CUENCA,CANAR,AZOGUES,LA TRONCAL (AG.),Corriente,253395.30,214,213
nov-17,ZONAL CUENCA,CANAR,AZOGUES,LA TRONCAL (AG.),DPF,776568.81,52,44
nov-17,ZONAL CUENCA,MORONA SANTIAGO,MACAS,GUALAQUIZA,Ahorro,2078408.10,7132,7118
nov-17,ZONAL CUENCA,MORONA SANTIAGO,MACAS,GUALAQUIZA,Corriente,160917.20,213,211
nov-17,ZONAL CUENCA,MORONA SANTIAGO,MACAS,GUALAQUIZA,DPF,772037.77,32,28
nov-17,ZONAL CUENCA,MORONA SANTIAGO,MACAS,LIMON INDANZA (AG.),Ahorro,2047132.93,4445,4440
nov-17,ZONAL CUENCA,MORONA SANTIAGO,MACAS,LIMON INDANZA (AG.),Corriente,97975.12,100,100
nov-17,ZONAL CUENCA,MORONA SANTIAGO,MACAS,LIMON INDANZA (AG.),DPF,574234.04,36,32
nov-17,ZONAL CUENCA,MORONA SANTIAGO,MACAS,MACAS,Ahorro,3637645.43,14539,14472
nov-17,ZONAL CUENCA,MORONA SANTIAGO,MACAS,MACAS,Corriente,495131.40,221,219
nov-17,ZONAL CUENCA,MORONA SANTIAGO,MACAS,MACAS,DPF,547000.00,42,38
nov-17,ZONAL CUENCA,MORONA SANTIAGO,MACAS,MENDEZ (AG.),Ahorro,902499.99,4203,4169
nov-17,ZONAL CUENCA,MORONA SANTIAGO,MACAS,MENDEZ (AG.),Corriente,224736.07,97,96
nov-17,ZONAL CUENCA,MORONA SANTIAGO,MACAS,MENDEZ (AG.),DPF,226273.84,19,16
nov-17,ZONAL CUENCA,MORONA SANTIAGO,MACAS,PABLO SEXTO (AG.),Ahorro,388252.86,2440,2420
nov-17,ZONAL CUENCA,MORONA SANTIAGO,MACAS,PABLO SEXTO (AG.),Corriente,19145.96,20,20
nov-17,ZONAL CUENCA,MORONA SANTIAGO,MACAS,PABLO SEXTO (AG.),DPF,70651.93,11,10
nov-17,ZONAL CUENCA,MORONA SANTIAGO,MACAS,PALORA (AG.),Ahorro,2301667.87,3708,3633
nov-17,ZONAL CUENCA,MORONA SANTIAGO,MACAS,PALORA (AG.),Corriente,230466.12,102,99
nov-17,ZONAL CUENCA,MORONA SANTIAGO,MACAS,PALORA (AG.),DPF,566452.45,52,48
nov-17,ZONAL CUENCA,MORONA SANTIAGO,MACAS,SUCUA (AG.),Ahorro,1556131.29,6325,6266
nov-17,ZONAL CUENCA,MORONA SANTIAGO,MACAS,SUCUA (AG.),Corriente,267243.49,130,124
nov-17,ZONAL CUENCA,MORONA SANTIAGO,MACAS,SUCUA (AG.),DPF,913931.74,69,63
nov-17,ZONAL CUENCA,MORONA SANTIAGO,MACAS,TAISHA (OE.),Ahorro,374076.16,2323,2313
nov-17,ZONAL CUENCA,MORONA SANTIAGO,MACAS,TAISHA (OE.),Corriente,33164.02,18,18
nov-17,ZONAL CUENCA,MORONA SANTIAGO,MACAS,TAISHA (OE.),DPF,70000.00,2,1
nov-17,ZONAL CUENCA,MORONA SANTIAGO,MACAS,TIWINTZA (OE.),Ahorro,238467.43,2513,2495
nov-17,ZONAL CUENCA,MORONA SANTIAGO,MACAS,TIWINTZA (OE.),Corriente,13480.98,15,11
nov-17,ZONAL CUENCA,MORONA SANTIAGO,MACAS,TIWINTZA (OE.),DPF,30242.45,16,11
nov-17,ZONAL GUAYAQUIL,BOLIVAR,GUARANDA,CALUMA (AG.),Ahorro,1737775.64,5039,5027
nov-17,ZONAL GUAYAQUIL,BOLIVAR,GUARANDA,CALUMA (AG.),Corriente,113145.81,83,83
nov-17,ZONAL GUAYAQUIL,BOLIVAR,GUARANDA,CALUMA (AG.),DPF,743368.58,54,50
nov-17,ZONAL GUAYAQUIL,BOLIVAR,GUARANDA,CHILLANES (AG.),Ahorro,1154555.62,3859,3853
nov-17,ZONAL GUAYAQUIL,BOLIVAR,GUARANDA,CHILLANES (AG.),Corriente,53329.14,35,34
nov-17,ZONAL GUAYAQUIL,BOLIVAR,GUARANDA,CHILLANES (AG.),DPF,332521.16,137,134
nov-17,ZONAL GUAYAQUIL,BOLIVAR,GUARANDA,ECHEANDIA (AG.),Ahorro,2924105.53,5886,5844
nov-17,ZONAL GUAYAQUIL,BOLIVAR,GUARANDA,ECHEANDIA (AG.),Corriente,791833.32,122,118
nov-17,ZONAL GUAYAQUIL,BOLIVAR,GUARANDA,ECHEANDIA (AG.),DPF,643086.82,71,61
nov-17,ZONAL GUAYAQUIL,BOLIVAR,GUARANDA,GUARANDA,Ahorro,8154759.36,19706,19680
nov-17,ZONAL GUAYAQUIL,BOLIVAR,GUARANDA,GUARANDA,Corriente,1750393.24,282,275
nov-17,ZONAL GUAYAQUIL,BOLIVAR,GUARANDA,GUARANDA,DPF,1559771.74,163,152
nov-17,ZONAL GUAYAQUIL,BOLIVAR,GUARANDA,LAS NAVES,Ahorro,859418.33,2222,2220
nov-17,ZONAL GUAYAQUIL,BOLIVAR,GUARANDA,LAS NAVES,Corriente,47510.56,42,41
nov-17,ZONAL GUAYAQUIL,BOLIVAR,GUARANDA,LAS NAVES,DPF,223096.95,54,53
nov-17,ZONAL GUAYAQUIL,GALAPAGOS,PUERTO BAQUERIZO MORENO,PTO. AYORA (AG.),Ahorro,3020617.46,4406,4378
nov-17,ZONAL GUAYAQUIL,GALAPAGOS,PUERTO BAQUERIZO MORENO,PTO. AYORA (AG.),Corriente,507632.95,305,301
nov-17,ZONAL GUAYAQUIL,GALAPAGOS,PUERTO BAQUERIZO MORENO,PTO. AYORA (AG.),DPF,911688.93,51,47
nov-17,ZONAL GUAYAQUIL,GALAPAGOS,PUERTO BAQUERIZO MORENO,PTO. BAQUERIZO MORENO,Ahorro,2395430.00,3806,3745
nov-17,ZONAL GUAYAQUIL,GALAPAGOS,PUERTO BAQUERIZO MORENO,PTO. BAQUERIZO MORENO,Corriente,309418.10,111,108
nov-17,ZONAL GUAYAQUIL,GALAPAGOS,PUERTO BAQUERIZO MORENO,PTO. BAQUERIZO MORENO,DPF,833360.44,37,34
nov-17,ZONAL GUAYAQUIL,GALAPAGOS,PUERTO BAQUERIZO MORENO,PUERTO VILLAMIL (AG),Ahorro,734626.72,1359,1341
nov-17,ZONAL GUAYAQUIL,GALAPAGOS,PUERTO BAQUERIZO MORENO,PUERTO VILLAMIL (AG),Corriente,111760.23,105,104
nov-17,ZONAL GUAYAQUIL,GALAPAGOS,PUERTO BAQUERIZO MORENO,PUERTO VILLAMIL (AG),DPF,140251.54,11,10
nov-17,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,ATARAZANA (AG.),Ahorro,6012550.69,45689,45578
nov-17,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,ATARAZANA (AG.),Corriente,1094265.74,387,386
nov-17,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,ATARAZANA (AG.),DPF,823942.32,65,57
nov-17,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,BALZAR (AG.),Ahorro,3816933.29,22396,22271
nov-17,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,BALZAR (AG.),Corriente,175300.91,152,150
nov-17,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,BALZAR (AG.),DPF,640170.70,58,54
nov-17,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,CHONGON (OE),Ahorro,467091.55,7289,7267
nov-17,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,CHONGON (OE),Corriente,292991.70,90,90
nov-17,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,CHONGON (OE),DPF,284384.52,54,51
nov-17,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,COLIMES (AG.),Ahorro,770310.76,3523,3510
nov-17,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,COLIMES (AG.),Corriente,81946.27,57,57
nov-17,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,COLIMES (AG.),DPF,134833.04,34,33
nov-17,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,DAULE (AG.),Ahorro,2663745.48,28332,28197
nov-17,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,DAULE (AG.),Corriente,368149.62,255,253
nov-17,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,DAULE (AG.),DPF,646694.72,50,42
nov-17,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,DURAN (OE),Ahorro,93941.05,694,694
nov-17,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,DURAN (OE),Corriente,707.39,6,6
nov-17,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,EL EMPALME (AG.),Ahorro,5231797.00,25439,25221
nov-17,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,EL EMPALME (AG.),Corriente,373015.28,351,350
nov-17,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,EL EMPALME (AG.),DPF,1538837.51,104,94
nov-17,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,EL TRIUNFO (AG.),Ahorro,1908426.24,15382,15295
nov-17,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,EL TRIUNFO (AG.),Corriente,451262.61,258,257
nov-17,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,EL TRIUNFO (AG.),DPF,2126887.02,56,54
nov-17,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,GUASMO (AG.),Ahorro,684590.15,14589,14581
nov-17,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,GUASMO (AG.),Corriente,26014.80,66,66
nov-17,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,GUASMO (AG.),DPF,249146.25,28,27
nov-17,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,GUAYAQUIL,Ahorro,13574053.49,112871,112575
nov-17,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,GUAYAQUIL,Corriente,4715219.97,1329,1296
nov-17,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,GUAYAQUIL,DPF,14997130.16,317,272
nov-17,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,MILAGRO,Ahorro,4987063.30,24343,24270
nov-17,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,MILAGRO,Corriente,464877.71,360,356
nov-17,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,MILAGRO,DPF,1898239.93,130,107
nov-17,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,NARANJAL (AG.),Ahorro,2240815.71,15313,15261
nov-17,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,NARANJAL (AG.),Corriente,140212.28,93,88
nov-17,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,NARANJAL (AG.),DPF,316111.24,37,34
nov-17,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,PALESTINA (OE.),Ahorro,639090.48,4649,4628
nov-17,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,PALESTINA (OE.),Corriente,84581.31,46,46
nov-17,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,PALESTINA (OE.),DPF,100496.78,16,15
nov-17,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,PEDRO CARBO (AG.),Ahorro,2857389.41,21180,20983
nov-17,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,PEDRO CARBO (AG.),Corriente,258720.95,114,111
nov-17,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,PEDRO CARBO (AG.),DPF,494808.11,36,34
nov-17,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,PLAYAS (OE.),Ahorro,885826.06,10431,10414
nov-17,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,PLAYAS (OE.),Corriente,36624.73,98,98
nov-17,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,PLAYAS (OE.),DPF,146142.38,60,58
nov-17,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,SALITRE (OE.),Ahorro,969477.75,12478,12324
nov-17,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,SALITRE (OE.),Corriente,33864.54,43,43
nov-17,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,SALITRE (OE.),DPF,60508.44,22,21
nov-17,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,SAMBORONDON (AG.),Ahorro,465410.32,3944,3941
nov-17,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,SAMBORONDON (AG.),Corriente,16247.53,33,33
nov-17,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,SAMBORONDON (AG.),DPF,215676.00,90,87
nov-17,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,SANTA LUCIA (AG.),Ahorro,949946.82,6429,6404
nov-17,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,SANTA LUCIA (AG.),Corriente,108195.66,65,65
nov-17,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,SANTA LUCIA (AG.),DPF,226798.07,22,21
nov-17,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,TARQUI (AG.),Ahorro,1000416.94,9195,9192
nov-17,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,TARQUI (AG.),Corriente,153275.79,82,82
nov-17,ZONAL GUAYAQUIL,GUAYAS,GUAYAQUIL,TARQUI (AG.),DPF,303112.36,48,46
nov-17,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,BABA (AG.),Ahorro,1172686.68,8070,8023
nov-17,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,BABA (AG.),Corriente,239584.08,114,114
nov-17,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,BABA (AG.),DPF,199886.00,36,36
nov-17,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,BABAHOYO,Ahorro,8581060.11,37937,37488
nov-17,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,BABAHOYO,Corriente,597440.91,459,459
nov-17,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,BABAHOYO,DPF,5366178.90,100,96
nov-17,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,CATARAMA,Ahorro,2518178.77,16721,16651
nov-17,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,CATARAMA,Corriente,245845.34,145,145
nov-17,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,CATARAMA,DPF,470690.49,57,55
nov-17,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,PALENQUE (OE),Ahorro,1069152.11,4687,4671
nov-17,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,PALENQUE (OE),Corriente,46953.80,35,35
nov-17,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,PALENQUE (OE),DPF,69122.35,15,15
nov-17,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,QUEVEDO (AG.),Ahorro,8113828.21,49017,48748
nov-17,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,QUEVEDO (AG.),Corriente,1413000.94,745,743
nov-17,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,QUEVEDO (AG.),DPF,2768020.49,212,204
nov-17,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,QUINSALOMA (OE),Ahorro,1522452.16,5477,5448
nov-17,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,QUINSALOMA (OE),Corriente,123979.12,69,69
nov-17,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,QUINSALOMA (OE),DPF,281989.40,23,22
nov-17,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,VALENCIA (AG.),Ahorro,1364821.86,7862,7821
nov-17,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,VALENCIA (AG.),Corriente,178079.33,106,105
nov-17,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,VALENCIA (AG.),DPF,281323.47,32,32
nov-17,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,VENTANAS,Ahorro,3228244.61,17971,17860
nov-17,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,VENTANAS,Corriente,429876.37,203,203
nov-17,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,VENTANAS,DPF,247635.46,32,30
nov-17,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,VINCES,Ahorro,6271388.93,24259,24177
nov-17,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,VINCES,Corriente,730633.54,230,229
nov-17,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,VINCES,DPF,1544892.19,104,97
nov-17,ZONAL GUAYAQUIL,MANABI,GUARANDA,S. M. BOLIVAR (AG.),Ahorro,3518436.23,6241,6232
nov-17,ZONAL GUAYAQUIL,MANABI,GUARANDA,S. M. BOLIVAR (AG.),Corriente,424601.98,79,79
nov-17,ZONAL GUAYAQUIL,MANABI,GUARANDA,S. M. BOLIVAR (AG.),DPF,1094958.66,88,87
nov-17,ZONAL GUAYAQUIL,SANTAELENA,SANTA ELENA,ANCONCITO (AG.),Ahorro,36596.18,242,240
nov-17,ZONAL GUAYAQUIL,SANTAELENA,SANTA ELENA,ANCONCITO (AG.),Corriente,1803.26,4,4
nov-17,ZONAL GUAYAQUIL,SANTAELENA,SANTA ELENA,SALINAS (AG.),Ahorro,566555.36,6478,6463
nov-17,ZONAL GUAYAQUIL,SANTAELENA,SANTA ELENA,SALINAS (AG.),Corriente,55212.25,107,107
nov-17,ZONAL GUAYAQUIL,SANTAELENA,SANTA ELENA,SALINAS (AG.),DPF,386784.28,38,36
