Mes,Zonal,Provincia,Sucursal,Oficina,Tipo de cartera,Saldo de Cartera, No Operaciones , No Clientes ,Cartera Vencida,Cartera por Vencer,Cartera NDI, No Operaciones Vencidas ,Cartera improductiva
mar-17,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,QUEVEDO (AG.),COMERCIAL,3034787.7,304,287,139444.92,2624231.68,271111.1,6,410556.02
mar-17,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,QUEVEDO (AG.),COMERCIAL REESTRUCTURADO,149713.36,83,82,7526.57,88725,53461.79,1,60988.36
mar-17,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,QUEVEDO (AG.),CONSUMO,2878.81,11,11,10,2868.81,0,     ,10
mar-17,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,QUEVEDO (AG.),MICROEMPRESA,11276069.93,5249,5115,536073.49,10166385.96,573610.48,126,1109683.97
mar-17,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,QUEVEDO (AG.),MICROEMPRESA REESTRUCTURADA,1229093.44,379,357,83537.86,688274.46,457281.12,14,540818.98
mar-17,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,QUINSALOMA (OE),MICROEMPRESA,1421236.02,413,407,29663.81,1329542.73,62029.48,9,91693.29
mar-17,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,QUINSALOMA (OE),MICROEMPRESA REESTRUCTURADA,4647.89,5,5,3897.89,0,750,2,4647.89
mar-17,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,VALENCIA (AG.),COMERCIAL,1385958.36,38,37,16757.79,1351346.3,17854.27,     ,34612.06
mar-17,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,VALENCIA (AG.),COMERCIAL REESTRUCTURADO,43156.56,5,5,1,43155.56,0,     ,1
mar-17,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,VALENCIA (AG.),MICROEMPRESA,3040788.31,1887,1870,54192.43,2810253.56,176342.32,15,230534.75
mar-17,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,VALENCIA (AG.),MICROEMPRESA REESTRUCTURADA,77064.85,19,19,543.75,48387.33,28133.77,     ,28677.52
mar-17,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,VENTANAS,COMERCIAL,1442602.14,95,89,42469.51,1304385.64,95746.99,1,138216.5
mar-17,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,VENTANAS,COMERCIAL REESTRUCTURADO,63753.86,50,48,5389.42,31993.61,26370.83,     ,31760.25
mar-17,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,VENTANAS,CONSUMO,3,3,3,3,0,0,     ,3
mar-17,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,VENTANAS,MICROEMPRESA,9911145.86,3810,3674,102959.49,9496259.66,311926.71,28,414886.2
mar-17,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,VENTANAS,MICROEMPRESA REESTRUCTURADA,301386.44,78,78,26089.12,170926.51,104370.81,4,130459.93
mar-17,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,VINCES,COMERCIAL,1380376.37,138,137,141560.78,1042601.59,196214,4,337774.78
mar-17,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,VINCES,COMERCIAL REESTRUCTURADO,273578.39,144,143,30517.62,116652.51,126408.26,     ,156925.88
mar-17,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,VINCES,CONSUMO,3,3,3,3,0,0,     ,3
mar-17,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,VINCES,CONSUMO REESTRUCTURADO,1,1,1,1,0,0,     ,1
mar-17,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,VINCES,MICROEMPRESA,15654550.11,5888,5627,358392.59,14764775.94,531381.58,85,889774.17
mar-17,ZONAL GUAYAQUIL,LOS RIOS,BABAHOYO,VINCES,MICROEMPRESA REESTRUCTURADA,1446725.9,511,509,57444.13,898208.53,491073.24,11,548517.37
mar-17,ZONAL GUAYAQUIL,LOS RIOS,GUARANDA,CALUMA (AG.),MICROEMPRESA,152830.1,98,96,0,152830.1,0,     ,0
mar-17,ZONAL GUAYAQUIL,LOS RIOS,GUARANDA,CHILLANES (AG.),MICROEMPRESA,23743.42,7,7,0,23743.42,0,     ,0
mar-17,ZONAL GUAYAQUIL,LOS RIOS,GUARANDA,ECHEANDIA (AG.),MICROEMPRESA,23307.21,45,45,0,23307.21,0,     ,0
mar-17,ZONAL GUAYAQUIL,LOS RIOS,GUARANDA,GUARANDA,MICROEMPRESA,26446.57,20,20,0,25679.47,767.1,     ,767.1
mar-17,ZONAL GUAYAQUIL,LOS RIOS,GUARANDA,LAS NAVES,MICROEMPRESA,24729.92,37,37,0,24729.92,0,     ,0
mar-17,ZONAL GUAYAQUIL,LOS RIOS,GUARANDA,S. M. BOLIVAR (AG.),MICROEMPRESA,2000.32,2,2,0,2000.32,0,     ,0
mar-17,ZONAL GUAYAQUIL,LOS RIOS,GUAYAQUIL,ATARAZANA (AG.),MICROEMPRESA,20647.38,39,39,0,20647.38,0,     ,0
mar-17,ZONAL GUAYAQUIL,LOS RIOS,GUAYAQUIL,BALZAR (AG.),MICROEMPRESA,34490.62,71,71,1,34489.62,0,     ,1
mar-17,ZONAL GUAYAQUIL,LOS RIOS,GUAYAQUIL,BALZAR (AG.),MICROEMPRESA REESTRUCTURADA,16907.64,6,6,3233.82,3800,9873.82,     ,13107.64
mar-17,ZONAL GUAYAQUIL,LOS RIOS,GUAYAQUIL,COLIMES (AG.),MICROEMPRESA,3126.12,9,9,0,3126.12,0,     ,0
mar-17,ZONAL GUAYAQUIL,LOS RIOS,GUAYAQUIL,DAULE (AG.),MICROEMPRESA,6256.59,13,13,0,6256.59,0,     ,0
mar-17,ZONAL GUAYAQUIL,LOS RIOS,GUAYAQUIL,DAULE (AG.),MICROEMPRESA REESTRUCTURADA,2175.02,1,1,435,0,1740.02,     ,2175.02
mar-17,ZONAL GUAYAQUIL,LOS RIOS,GUAYAQUIL,EL EMPALME (AG.),COMERCIAL,1,1,1,1,0,0,     ,1
mar-17,ZONAL GUAYAQUIL,LOS RIOS,GUAYAQUIL,EL EMPALME (AG.),COMERCIAL REESTRUCTURADO,24845.45,4,4,2711.9,11900.42,10233.13,     ,12945.03
mar-17,ZONAL GUAYAQUIL,LOS RIOS,GUAYAQUIL,EL EMPALME (AG.),MICROEMPRESA,52747.85,93,93,2,52745.85,0,     ,2
mar-17,ZONAL GUAYAQUIL,LOS RIOS,GUAYAQUIL,EL EMPALME (AG.),MICROEMPRESA REESTRUCTURADA,15984.56,6,6,2760.25,8464.08,4760.23,     ,7520.48
mar-17,ZONAL GUAYAQUIL,LOS RIOS,GUAYAQUIL,EL TRIUNFO (AG.),MICROEMPRESA,29549.82,49,48,0,29065.64,484.18,     ,484.18
mar-17,ZONAL GUAYAQUIL,LOS RIOS,GUAYAQUIL,GUASMO (AG.),MICROEMPRESA,2579.58,8,8,0,2579.58,0,     ,0
mar-17,ZONAL GUAYAQUIL,LOS RIOS,GUAYAQUIL,GUAYAQUIL,COMERCIAL,205679.38,3,3,1,205678.38,0,     ,1
mar-17,ZONAL GUAYAQUIL,LOS RIOS,GUAYAQUIL,GUAYAQUIL,MICROEMPRESA,20319.37,22,22,0,20319.37,0,     ,0
mar-17,ZONAL GUAYAQUIL,LOS RIOS,GUAYAQUIL,MILAGRO,MICROEMPRESA,23357.24,52,52,0,23357.24,0,     ,0
mar-17,ZONAL GUAYAQUIL,LOS RIOS,GUAYAQUIL,NARANJAL (AG.),MICROEMPRESA,6688.44,15,15,0,6688.44,0,     ,0
mar-17,ZONAL GUAYAQUIL,LOS RIOS,GUAYAQUIL,PEDRO CARBO (AG.),MICROEMPRESA,10960.76,6,6,0,10960.76,0,     ,0
mar-17,ZONAL GUAYAQUIL,LOS RIOS,GUAYAQUIL,PEDRO CARBO (AG.),MICROEMPRESA REESTRUCTURADA,6500,2,2,1300,0,5200,     ,6500
mar-17,ZONAL GUAYAQUIL,LOS RIOS,GUAYAQUIL,SALITRE (OE.),MICROEMPRESA,436.5,1,1,0,436.5,0,     ,0
mar-17,ZONAL GUAYAQUIL,LOS RIOS,GUAYAQUIL,SAMBORONDON (AG.),MICROEMPRESA,5427.99,12,12,0,5427.99,0,     ,0
mar-17,ZONAL GUAYAQUIL,LOS RIOS,GUAYAQUIL,SANTA LUCIA (AG.),MICROEMPRESA,1525.34,4,4,0,1525.34,0,     ,0
mar-17,ZONAL GUAYAQUIL,MANABI,BABAHOYO,BABAHOYO,MICROEMPRESA,13212.64,36,36,0,13212.64,0,     ,0
mar-17,ZONAL GUAYAQUIL,MANABI,BABAHOYO,CATARAMA,MICROEMPRESA,1382.05,5,5,0,1382.05,0,     ,0
mar-17,ZONAL GUAYAQUIL,MANABI,BABAHOYO,QUEVEDO (AG.),COMERCIAL,15,15,15,15,0,0,     ,15
mar-17,ZONAL GUAYAQUIL,MANABI,BABAHOYO,QUEVEDO (AG.),MICROEMPRESA,12521.13,32,32,1,12520.13,0,     ,1
mar-17,ZONAL GUAYAQUIL,MANABI,BABAHOYO,QUEVEDO (AG.),MICROEMPRESA REESTRUCTURADA,38610.11,14,14,4061.43,10972.59,23576.09,     ,27637.52
mar-17,ZONAL GUAYAQUIL,MANABI,BABAHOYO,VALENCIA (AG.),MICROEMPRESA,3452.99,9,9,0,3452.99,0,     ,0
mar-17,ZONAL GUAYAQUIL,MANABI,BABAHOYO,VENTANAS,MICROEMPRESA,342.56,2,2,0,342.56,0,     ,0
mar-17,ZONAL GUAYAQUIL,MANABI,GUAYAQUIL,ATARAZANA (AG.),MICROEMPRESA,19058.11,37,37,0,19058.11,0,     ,0
mar-17,ZONAL GUAYAQUIL,MANABI,GUAYAQUIL,BALZAR (AG.),MICROEMPRESA,19183.93,37,37,255.33,15408.6,3520,     ,3775.33
mar-17,ZONAL GUAYAQUIL,MANABI,GUAYAQUIL,BALZAR (AG.),MICROEMPRESA REESTRUCTURADA,21785.48,1,1,0,21785.48,0,     ,0
mar-17,ZONAL GUAYAQUIL,MANABI,GUAYAQUIL,COLIMES (AG.),MICROEMPRESA,11318.98,29,29,0,11318.98,0,     ,0
mar-17,ZONAL GUAYAQUIL,MANABI,GUAYAQUIL,DAULE (AG.),MICROEMPRESA,2202.02,7,7,0,2202.02,0,     ,0
mar-17,ZONAL GUAYAQUIL,MANABI,GUAYAQUIL,EL EMPALME (AG.),COMERCIAL,29251,3,3,1,29250,0,     ,1
mar-17,ZONAL GUAYAQUIL,MANABI,GUAYAQUIL,EL EMPALME (AG.),COMERCIAL REESTRUCTURADO,2461.34,1,1,820.45,0,1640.89,     ,2461.34
mar-17,ZONAL GUAYAQUIL,MANABI,GUAYAQUIL,EL EMPALME (AG.),CONSUMO,1,1,1,1,0,0,     ,1
mar-17,ZONAL GUAYAQUIL,MANABI,GUAYAQUIL,EL EMPALME (AG.),MICROEMPRESA,74470.28,76,76,0,74470.28,0,     ,0
mar-17,ZONAL GUAYAQUIL,MANABI,GUAYAQUIL,EL EMPALME (AG.),MICROEMPRESA REESTRUCTURADA,9212.88,3,3,62.5,8587.88,562.5,     ,625
mar-17,ZONAL GUAYAQUIL,MANABI,GUAYAQUIL,EL TRIUNFO (AG.),MICROEMPRESA,1662.12,7,7,0,1662.12,0,     ,0
mar-17,ZONAL GUAYAQUIL,MANABI,GUAYAQUIL,GUASMO (AG.),MICROEMPRESA,4368.48,11,11,0,4368.48,0,     ,0
mar-17,ZONAL GUAYAQUIL,MANABI,GUAYAQUIL,GUAYAQUIL,MICROEMPRESA,9860.48,26,26,8,9852.48,0,     ,8
mar-17,ZONAL GUAYAQUIL,MANABI,GUAYAQUIL,MILAGRO,MICROEMPRESA,1419.58,3,3,0,1419.58,0,     ,0
mar-17,ZONAL GUAYAQUIL,MANABI,GUAYAQUIL,NARANJAL (AG.),MICROEMPRESA,3108.05,8,8,0,3108.05,0,     ,0
mar-17,ZONAL GUAYAQUIL,MANABI,GUAYAQUIL,PEDRO CARBO (AG.),COMERCIAL,1,1,1,1,0,0,     ,1
mar-17,ZONAL GUAYAQUIL,MANABI,GUAYAQUIL,PEDRO CARBO (AG.),COMERCIAL REESTRUCTURADO,1,1,1,1,0,0,     ,1
mar-17,ZONAL GUAYAQUIL,MANABI,GUAYAQUIL,PEDRO CARBO (AG.),MICROEMPRESA,77171.57,146,146,1,77170.57,0,     ,1
mar-17,ZONAL GUAYAQUIL,MANABI,GUAYAQUIL,PEDRO CARBO (AG.),MICROEMPRESA REESTRUCTURADA,4664,1,1,1554.67,0,3109.33,     ,4664
mar-17,ZONAL GUAYAQUIL,MANABI,GUAYAQUIL,SAMBORONDON (AG.),MICROEMPRESA,620.14,2,2,0,620.14,0,     ,0
mar-17,ZONAL GUAYAQUIL,MANABI,GUAYAQUIL,SANTA LUCIA (AG.),MICROEMPRESA,709.58,2,2,0,709.58,0,     ,0
mar-17,ZONAL GUAYAQUIL,MANABI,GUAYAQUIL,TARQUI (AG.),MICROEMPRESA,10099.06,25,25,0,10099.06,0,     ,0
mar-17,ZONAL GUAYAQUIL,MANABI,SANTA ELENA,SALINAS (AG.),MICROEMPRESA,1558.29,2,2,0,1558.29,0,     ,0
mar-17,ZONAL GUAYAQUIL,MANABI,SANTA ELENA,SANTA ELENA,MICROEMPRESA,2010.31,4,4,0,2010.31,0,     ,0
mar-17,ZONAL GUAYAQUIL,MANABI,SANTA ELENA,SANTA ELENA,MICROEMPRESA REESTRUCTURADA,7916.7,1,1,0,7916.7,0,     ,0
mar-17,ZONAL GUAYAQUIL,MORONA SANTIAGO,GUARANDA,GUARANDA,MICROEMPRESA,342.98,1,1,0,342.98,0,     ,0
mar-17,ZONAL GUAYAQUIL,MORONA SANTIAGO,GUAYAQUIL,NARANJAL (AG.),MICROEMPRESA,580.96,1,1,0,580.96,0,     ,0
mar-17,ZONAL GUAYAQUIL,NAPO,SANTA ELENA,SALINAS (AG.),MICROEMPRESA,1133.99,1,1,0,1133.99,0,     ,0
mar-17,ZONAL GUAYAQUIL,ORELLANA,BABAHOYO,BABAHOYO,MICROEMPRESA,604.15,2,2,0,604.15,0,     ,0
mar-17,ZONAL GUAYAQUIL,ORELLANA,BABAHOYO,QUEVEDO (AG.),COMERCIAL,1,1,1,1,0,0,     ,1
mar-17,ZONAL GUAYAQUIL,ORELLANA,BABAHOYO,QUEVEDO (AG.),COMERCIAL REESTRUCTURADO,2,2,2,2,0,0,     ,2
mar-17,ZONAL GUAYAQUIL,ORELLANA,BABAHOYO,QUEVEDO (AG.),CONSUMO,1,1,1,1,0,0,     ,1
mar-17,ZONAL GUAYAQUIL,ORELLANA,BABAHOYO,VINCES,COMERCIAL REESTRUCTURADO,1,1,1,1,0,0,     ,1
mar-17,ZONAL GUAYAQUIL,ORELLANA,BABAHOYO,VINCES,CONSUMO REESTRUCTURADO,1,1,1,1,0,0,     ,1
mar-17,ZONAL GUAYAQUIL,ORELLANA,BABAHOYO,VINCES,MICROEMPRESA,47.01,1,1,0,47.01,0,     ,0
mar-17,ZONAL GUAYAQUIL,ORELLANA,GUARANDA,LAS NAVES,MICROEMPRESA,906.07,1,1,0,906.07,0,     ,0
mar-17,ZONAL GUAYAQUIL,ORELLANA,GUAYAQUIL,ATARAZANA (AG.),MICROEMPRESA,486.27,1,1,0,486.27,0,     ,0
mar-17,ZONAL GUAYAQUIL,ORELLANA,GUAYAQUIL,COLIMES (AG.),MICROEMPRESA,391.76,1,1,0,391.76,0,     ,0
mar-17,ZONAL GUAYAQUIL,ORELLANA,GUAYAQUIL,GUASMO (AG.),MICROEMPRESA,267.71,1,1,0,267.71,0,     ,0
mar-17,ZONAL GUAYAQUIL,ORELLANA,GUAYAQUIL,NARANJAL (AG.),MICROEMPRESA,47.57,1,1,0,47.57,0,     ,0
mar-17,ZONAL GUAYAQUIL,ORELLANA,SANTA ELENA,SANTA ELENA,COMERCIAL,1,1,1,1,0,0,     ,1
mar-17,ZONAL GUAYAQUIL,PICHINCHA,BABAHOYO,BABAHOYO,MICROEMPRESA,501.28,2,2,0,501.28,0,     ,0
mar-17,ZONAL GUAYAQUIL,PICHINCHA,BABAHOYO,QUEVEDO (AG.),MICROEMPRESA,525.68,1,1,0,525.68,0,     ,0
mar-17,ZONAL GUAYAQUIL,PICHINCHA,BABAHOYO,VALENCIA (AG.),MICROEMPRESA,341.76,1,1,0,341.76,0,     ,0
mar-17,ZONAL GUAYAQUIL,PICHINCHA,GUARANDA,ECHEANDIA (AG.),MICROEMPRESA,196.71,1,1,0,196.71,0,     ,0
mar-17,ZONAL GUAYAQUIL,PICHINCHA,GUARANDA,GUARANDA,MICROEMPRESA,47.57,1,1,0,47.57,0,     ,0
mar-17,ZONAL GUAYAQUIL,PICHINCHA,GUAYAQUIL,ATARAZANA (AG.),MICROEMPRESA,2139.24,4,4,0,2139.24,0,     ,0
mar-17,ZONAL GUAYAQUIL,PICHINCHA,GUAYAQUIL,BALZAR (AG.),COMERCIAL REESTRUCTURADO,1,1,1,1,0,0,     ,1
mar-17,ZONAL GUAYAQUIL,PICHINCHA,GUAYAQUIL,BALZAR (AG.),MICROEMPRESA,1,1,1,1,0,0,     ,1
mar-17,ZONAL GUAYAQUIL,PICHINCHA,GUAYAQUIL,EL EMPALME (AG.),MICROEMPRESA,580.96,1,1,0,580.96,0,     ,0
mar-17,ZONAL GUAYAQUIL,PICHINCHA,GUAYAQUIL,GUAYAQUIL,MICROEMPRESA,906.22,1,1,0,906.22,0,     ,0
mar-17,ZONAL GUAYAQUIL,PICHINCHA,GUAYAQUIL,GUAYAQUIL,MICROEMPRESA REESTRUCTURADA,10064.39,1,1,0,10064.39,0,     ,0
mar-17,ZONAL GUAYAQUIL,PICHINCHA,GUAYAQUIL,PEDRO CARBO (AG.),MICROEMPRESA,294.14,1,1,0,294.14,0,     ,0
mar-17,ZONAL GUAYAQUIL,PICHINCHA,SANTA ELENA,SALINAS (AG.),MICROEMPRESA,817.61,1,1,0,817.61,0,     ,0
mar-17,ZONAL GUAYAQUIL,SANTA ELENA,GUAYAQUIL,ATARAZANA (AG.),MICROEMPRESA,5365.08,11,11,0,5365.08,0,     ,0
mar-17,ZONAL GUAYAQUIL,SANTA ELENA,GUAYAQUIL,ATARAZANA (AG.),MICROEMPRESA REESTRUCTURADA,454.45,1,1,0,454.45,0,     ,0
mar-17,ZONAL GUAYAQUIL,SANTA ELENA,GUAYAQUIL,CHONGON (OE),MICROEMPRESA,6730.39,5,5,125,5480.39,1125,     ,1250
mar-17,ZONAL GUAYAQUIL,SANTA ELENA,GUAYAQUIL,COLIMES (AG.),MICROEMPRESA,245.38,1,1,0,245.38,0,     ,0
mar-17,ZONAL GUAYAQUIL,SANTA ELENA,GUAYAQUIL,DAULE (AG.),MICROEMPRESA,936.63,2,2,0,936.63,0,     ,0
mar-17,ZONAL GUAYAQUIL,SANTA ELENA,GUAYAQUIL,EL TRIUNFO (AG.),MICROEMPRESA,716.65,2,2,0,716.65,0,     ,0
mar-17,ZONAL GUAYAQUIL,SANTA ELENA,GUAYAQUIL,EL TRIUNFO (AG.),MICROEMPRESA REESTRUCTURADA,950,1,1,0,950,0,     ,0
mar-17,ZONAL GUAYAQUIL,SANTA ELENA,GUAYAQUIL,GUASMO (AG.),MICROEMPRESA,4015.72,14,14,0,4015.72,0,     ,0
mar-17,ZONAL GUAYAQUIL,SANTA ELENA,GUAYAQUIL,GUAYAQUIL,COMERCIAL,198087.3,11,10,5,198082.3,0,     ,5
mar-17,ZONAL GUAYAQUIL,SANTA ELENA,GUAYAQUIL,GUAYAQUIL,COMERCIAL REESTRUCTURADO,224660.32,13,13,10,157764.22,66886.1,     ,66896.1
mar-17,ZONAL GUAYAQUIL,SANTA ELENA,GUAYAQUIL,GUAYAQUIL,MICROEMPRESA,189759.6,121,120,31305,148509.6,9945,1,41250
mar-17,ZONAL GUAYAQUIL,SANTA ELENA,GUAYAQUIL,GUAYAQUIL,MICROEMPRESA REESTRUCTURADA,6263.65,4,4,0,6263.65,0,     ,0
mar-17,ZONAL GUAYAQUIL,SANTA ELENA,GUAYAQUIL,MILAGRO,MICROEMPRESA,908.78,1,1,0,908.78,0,     ,0
mar-17,ZONAL GUAYAQUIL,SANTA ELENA,GUAYAQUIL,PEDRO CARBO (AG.),MICROEMPRESA,3261.21,2,2,0,3261.21,0,     ,0
mar-17,ZONAL GUAYAQUIL,SANTA ELENA,GUAYAQUIL,PEDRO CARBO (AG.),MICROEMPRESA REESTRUCTURADA,1333.19,1,1,1333.19,0,0,1,1333.19
mar-17,ZONAL GUAYAQUIL,SANTA ELENA,GUAYAQUIL,TARQUI (AG.),MICROEMPRESA,1186.69,4,4,0,1186.69,0,     ,0
mar-17,ZONAL GUAYAQUIL,SANTA ELENA,SANTA ELENA,SALINAS (AG.),COMERCIAL,28,28,27,28,0,0,     ,28
mar-17,ZONAL GUAYAQUIL,SANTA ELENA,SANTA ELENA,SALINAS (AG.),COMERCIAL REESTRUCTURADO,1,1,1,1,0,0,     ,1
mar-17,ZONAL GUAYAQUIL,SANTA ELENA,SANTA ELENA,SALINAS (AG.),MICROEMPRESA,1613715.11,1449,1444,49875.65,1496455.87,67383.59,12,117259.24
mar-17,ZONAL GUAYAQUIL,SANTA ELENA,SANTA ELENA,SALINAS (AG.),MICROEMPRESA REESTRUCTURADA,194161.47,73,73,11079.53,104494.06,78587.88,2,89667.41
mar-17,ZONAL GUAYAQUIL,SANTA ELENA,SANTA ELENA,SANTA ELENA,COMERCIAL,614948.1,222,217,4283.11,557432.79,53232.2,1,57515.31
mar-17,ZONAL GUAYAQUIL,SANTA ELENA,SANTA ELENA,SANTA ELENA,COMERCIAL REESTRUCTURADO,317210.34,139,139,2413.44,296301.44,18495.46,     ,20908.9
mar-17,ZONAL GUAYAQUIL,SANTA ELENA,SANTA ELENA,SANTA ELENA,CONSUMO,7,7,7,7,0,0,     ,7
mar-17,ZONAL GUAYAQUIL,SANTA ELENA,SANTA ELENA,SANTA ELENA,CONSUMO REESTRUCTURADO,711.95,2,2,172.62,366.7,172.63,     ,345.25
mar-17,ZONAL GUAYAQUIL,SANTA ELENA,SANTA ELENA,SANTA ELENA,MICROEMPRESA,2858229.59,3001,2991,71175.66,2635639.55,151414.38,14,222590.04
mar-17,ZONAL GUAYAQUIL,SANTA ELENA,SANTA ELENA,SANTA ELENA,MICROEMPRESA REESTRUCTURADA,392926.2,163,159,18796.92,237841.33,136287.95,3,155084.87
mar-17,ZONAL GUAYAQUIL,SANTO DOMINGO DE LOS TSACHILAS,BABAHOYO,BABAHOYO,MICROEMPRESA,619.85,2,2,0,619.85,0,     ,0
mar-17,ZONAL GUAYAQUIL,SANTO DOMINGO DE LOS TSACHILAS,BABAHOYO,QUEVEDO (AG.),COMERCIAL,24866,2,2,1,24865,0,     ,1
mar-17,ZONAL GUAYAQUIL,SANTO DOMINGO DE LOS TSACHILAS,BABAHOYO,QUEVEDO (AG.),MICROEMPRESA,16595.8,41,41,0,16595.8,0,     ,0
mar-17,ZONAL GUAYAQUIL,SANTO DOMINGO DE LOS TSACHILAS,BABAHOYO,VALENCIA (AG.),MICROEMPRESA,972.23,3,3,0,972.23,0,     ,0
mar-17,ZONAL GUAYAQUIL,SANTO DOMINGO DE LOS TSACHILAS,BABAHOYO,VENTANAS,MICROEMPRESA,1682.93,4,4,0,1682.93,0,     ,0
mar-17,ZONAL GUAYAQUIL,SANTO DOMINGO DE LOS TSACHILAS,GUAYAQUIL,ATARAZANA (AG.),MICROEMPRESA,991.22,2,2,0,991.22,0,     ,0
mar-17,ZONAL GUAYAQUIL,SANTO DOMINGO DE LOS TSACHILAS,GUAYAQUIL,BALZAR (AG.),MICROEMPRESA,342.72,1,1,0,342.72,0,     ,0
mar-17,ZONAL GUAYAQUIL,SANTO DOMINGO DE LOS TSACHILAS,GUAYAQUIL,DAULE (AG.),MICROEMPRESA,827.29,3,3,0,827.29,0,     ,0
mar-17,ZONAL GUAYAQUIL,SANTO DOMINGO DE LOS TSACHILAS,GUAYAQUIL,EL EMPALME (AG.),MICROEMPRESA,5232.77,5,5,3375.58,1857.19,0,1,3375.58
mar-17,ZONAL GUAYAQUIL,SANTO DOMINGO DE LOS TSACHILAS,GUAYAQUIL,EL TRIUNFO (AG.),MICROEMPRESA,525.68,1,1,0,525.68,0,     ,0
mar-17,ZONAL GUAYAQUIL,SANTO DOMINGO DE LOS TSACHILAS,GUAYAQUIL,GUASMO (AG.),MICROEMPRESA,826.92,2,2,0,826.92,0,     ,0
mar-17,ZONAL GUAYAQUIL,SANTO DOMINGO DE LOS TSACHILAS,GUAYAQUIL,MILAGRO,MICROEMPRESA,580.96,1,1,0,580.96,0,     ,0
mar-17,ZONAL GUAYAQUIL,SANTO DOMINGO DE LOS TSACHILAS,GUAYAQUIL,NARANJAL (AG.),MICROEMPRESA,525.68,1,1,0,525.68,0,     ,0
mar-17,ZONAL GUAYAQUIL,SANTO DOMINGO DE LOS TSACHILAS,GUAYAQUIL,TARQUI (AG.),MICROEMPRESA,294.4,1,1,0,294.4,0,     ,0
mar-17,ZONAL GUAYAQUIL,SUCUMBIOS,GUAYAQUIL,ATARAZANA (AG.),MICROEMPRESA,525.68,1,1,0,525.68,0,     ,0
mar-17,ZONAL GUAYAQUIL,TUNGURAHUA,BABAHOYO,BABAHOYO,MICROEMPRESA,655.63,1,1,0,655.63,0,     ,0
mar-17,ZONAL GUAYAQUIL,TUNGURAHUA,GUARANDA,ECHEANDIA (AG.),MICROEMPRESA,779.22,2,2,0,779.22,0,     ,0
mar-17,ZONAL GUAYAQUIL,TUNGURAHUA,GUARANDA,GUARANDA,MICROEMPRESA,1344.15,3,3,0,1344.15,0,     ,0
mar-17,ZONAL GUAYAQUIL,TUNGURAHUA,GUAYAQUIL,BALZAR (AG.),COMERCIAL REESTRUCTURADO,1,1,1,1,0,0,     ,1
mar-17,ZONAL GUAYAQUIL,TUNGURAHUA,GUAYAQUIL,GUASMO (AG.),MICROEMPRESA,294.23,1,1,0,294.23,0,     ,0
mar-17,ZONAL GUAYAQUIL,TUNGURAHUA,GUAYAQUIL,GUAYAQUIL,MICROEMPRESA,47.49,1,1,0,47.49,0,     ,0
mar-17,ZONAL GUAYAQUIL,TUNGURAHUA,GUAYAQUIL,SALITRE (OE.),MICROEMPRESA,436.32,1,1,0,436.32,0,     ,0
mar-17,ZONAL IBARRA,BOLIVAR,LAGO AGRIO,LAGO AGRIO,MICROEMPRESA,1713.93,2,2,0,1713.93,0,     ,0
mar-17,ZONAL IBARRA,CANAR,ESMERALDAS,ESMERALDAS,MICROEMPRESA,48.84,1,1,0,48.84,0,     ,0
mar-17,ZONAL IBARRA,CARCHI,ESMERALDAS,SAN LORENZO (AG.),MICROEMPRESA,439.9,1,1,0,439.9,0,     ,0
mar-17,ZONAL IBARRA,CARCHI,IBARRA,IBARRA,MICROEMPRESA,79281.17,36,36,0,79281.17,0,     ,0
mar-17,ZONAL IBARRA,CARCHI,IBARRA,OTAVALO,MICROEMPRESA,1117.19,2,2,0,1117.19,0,     ,0
mar-17,ZONAL IBARRA,CARCHI,TULCAN,EL ANGEL,COMERCIAL,1168372,69,61,1831.99,1141511.59,25028.42,     ,26860.41
mar-17,ZONAL IBARRA,CARCHI,TULCAN,EL ANGEL,COMERCIAL REESTRUCTURADO,999847.1,11,11,4350.2,958772.38,36724.52,     ,41074.72
mar-17,ZONAL IBARRA,CARCHI,TULCAN,EL ANGEL,CONSUMO,2,2,2,2,0,0,     ,2
mar-17,ZONAL IBARRA,CARCHI,TULCAN,EL ANGEL,MICROEMPRESA,5216565.88,871,785,139815.52,4860714.58,216035.78,19,355851.3
