Mes,Zonal,Provincia,Sucursal,Oficina,Tipo de cartera,Saldo de Cartera, No Operaciones , No Clientes ,Cartera Vencida,Cartera por Vencer,Cartera NDI, No Operaciones Vencidas ,Cartera improductiva
may-16,ZONAL CUENCA,AZUAY,AZOGUES,AZOGUES,MICROEMPRESA,6529.71,5,3,0,6529.71,0,     ,0
may-16,ZONAL CUENCA,AZUAY,AZOGUES,LA TRONCAL (AG.),COMERCIAL,221785.72,2,1,0,221785.72,0,     ,0
may-16,ZONAL CUENCA,AZUAY,AZOGUES,LA TRONCAL (AG.),MICROEMPRESA,413159.54,56,25,0,413159.54,0,     ,0
may-16,ZONAL CUENCA,AZUAY,CUENCA,CAMILO PONCE E. (AG.),COMERCIAL,640317.09,48,24,0,640317.09,0,     ,0
may-16,ZONAL CUENCA,AZUAY,CUENCA,CAMILO PONCE E. (AG.),MICROEMPRESA,3206181.8,854,411,29021,3032423.05,144737.75,3,173758.75
may-16,ZONAL CUENCA,AZUAY,CUENCA,CUENCA,COMERCIAL,8069752.25,269,119,37200.1,7389365.98,643186.17,     ,680386.27
may-16,ZONAL CUENCA,AZUAY,CUENCA,CUENCA,COMERCIAL REESTRUCTURADO,10312.5,2,1,0,10312.5,0,     ,0
may-16,ZONAL CUENCA,AZUAY,CUENCA,CUENCA,MICROEMPRESA,16972018,5849,2892,139130.93,15952268.61,880618.46,22,1019749.39
may-16,ZONAL CUENCA,AZUAY,CUENCA,CUENCA,MICROEMPRESA REESTRUCTURADA,114342.68,15,8,293.64,114049.04,0,1,293.64
may-16,ZONAL CUENCA,AZUAY,CUENCA,GIRON (AG.),COMERCIAL,2412415.52,94,46,4,2412411.52,0,     ,4
may-16,ZONAL CUENCA,AZUAY,CUENCA,GIRON (AG.),COMERCIAL REESTRUCTURADO,159667.56,6,3,2,159665.56,0,     ,2
may-16,ZONAL CUENCA,AZUAY,CUENCA,GIRON (AG.),CONSUMO,2582.64,4,2,1999,0,583.64,2,2582.64
may-16,ZONAL CUENCA,AZUAY,CUENCA,GIRON (AG.),MICROEMPRESA,8131744.13,1550,724,68066.9,7779513.14,284164.09,12,352230.99
may-16,ZONAL CUENCA,AZUAY,CUENCA,GIRON (AG.),MICROEMPRESA REESTRUCTURADA,7744.64,2,1,0,7744.64,0,     ,0
may-16,ZONAL CUENCA,AZUAY,CUENCA,GUALACEO,COMERCIAL,1409881.72,104,51,10942.04,1386432.94,12506.74,     ,23448.78
may-16,ZONAL CUENCA,AZUAY,CUENCA,GUALACEO,COMERCIAL REESTRUCTURADO,303408.14,10,5,278.78,300084.86,3044.5,     ,3323.28
may-16,ZONAL CUENCA,AZUAY,CUENCA,GUALACEO,MICROEMPRESA,13633698.27,3569,1688,88435.2,12927301.5,617961.57,28,706396.77
may-16,ZONAL CUENCA,AZUAY,CUENCA,GUALACEO,MICROEMPRESA REESTRUCTURADA,35439.84,20,10,273.46,32621.06,2545.32,     ,2818.78
may-16,ZONAL CUENCA,AZUAY,CUENCA,PAUTE,COMERCIAL,2203969.71,86,44,6181,2148388.71,49400,     ,55581
may-16,ZONAL CUENCA,AZUAY,CUENCA,PAUTE,MICROEMPRESA,12817552.13,2137,968,64160.28,12419338.88,334052.97,11,398213.25
may-16,ZONAL CUENCA,AZUAY,CUENCA,PAUTE,MICROEMPRESA REESTRUCTURADA,56185.74,18,9,1789.06,49319.15,5077.53,     ,6866.59
may-16,ZONAL CUENCA,AZUAY,CUENCA,SANTA ISABEL (AG.),MICROEMPRESA,4265557.83,1160,565,32827.71,4082202.14,150527.98,5,183355.69
may-16,ZONAL CUENCA,AZUAY,CUENCA,SANTA ISABEL (AG.),MICROEMPRESA REESTRUCTURADA,7001.7,4,2,0,7001.7,0,     ,0
may-16,ZONAL CUENCA,AZUAY,MACAS,GUALAQUIZA,MICROEMPRESA,7653.21,2,1,0,7653.21,0,     ,0
may-16,ZONAL CUENCA,AZUAY,MACAS,LIMON INDANZA (AG.),MICROEMPRESA,5762.9,6,3,0,5762.9,0,     ,0
may-16,ZONAL CUENCA,AZUAY,MACAS,MENDEZ (AG.),MICROEMPRESA,24275,3,2,0,24275,0,     ,0
may-16,ZONAL CUENCA,CANAR,AZOGUES,AZOGUES,COMERCIAL,3807783.16,231,102,51.47,3803981.69,3750,     ,3801.47
may-16,ZONAL CUENCA,CANAR,AZOGUES,AZOGUES,CONSUMO,8548.7,6,3,0,8548.7,0,     ,0
may-16,ZONAL CUENCA,CANAR,AZOGUES,AZOGUES,MICROEMPRESA,14447457.92,3592,1733,41739,14065891.88,339827.04,5,381566.04
may-16,ZONAL CUENCA,CANAR,AZOGUES,AZOGUES,MICROEMPRESA REESTRUCTURADA,100979.74,4,2,0,100979.74,0,     ,0
may-16,ZONAL CUENCA,CANAR,AZOGUES,BIBLIAN (OE.),MICROEMPRESA,27903.84,86,43,0,27903.84,0,     ,0
may-16,ZONAL CUENCA,CANAR,AZOGUES,CANAR (AG.),COMERCIAL,5188264.48,160,75,10897.55,5084581.33,92785.6,     ,103683.15
may-16,ZONAL CUENCA,CANAR,AZOGUES,CANAR (AG.),COMERCIAL REESTRUCTURADO,49974.78,10,5,6,49968.78,0,     ,6
may-16,ZONAL CUENCA,CANAR,AZOGUES,CANAR (AG.),CONSUMO,2,2,1,2,0,0,     ,2
may-16,ZONAL CUENCA,CANAR,AZOGUES,CANAR (AG.),CONSUMO REESTRUCTURADO,12958.5,2,1,0,12958.5,0,     ,0
may-16,ZONAL CUENCA,CANAR,AZOGUES,CANAR (AG.),MICROEMPRESA,13157060.72,3182,1538,103697.91,12420080.07,633282.74,11,736980.65
may-16,ZONAL CUENCA,CANAR,AZOGUES,CANAR (AG.),MICROEMPRESA REESTRUCTURADA,15820.83,14,7,2,15818.83,0,     ,2
may-16,ZONAL CUENCA,CANAR,AZOGUES,LA TRONCAL (AG.),COMERCIAL,4476771.39,143,69,1741.16,4453780.23,21250,     ,22991.16
may-16,ZONAL CUENCA,CANAR,AZOGUES,LA TRONCAL (AG.),COMERCIAL REESTRUCTURADO,34198.84,2,1,0,34198.84,0,     ,0
may-16,ZONAL CUENCA,CANAR,AZOGUES,LA TRONCAL (AG.),CONSUMO,29021.54,8,4,0,29021.54,0,     ,0
may-16,ZONAL CUENCA,CANAR,AZOGUES,LA TRONCAL (AG.),MICROEMPRESA,5694781.58,1324,650,42808.4,5285054.22,366918.96,10,409727.36
may-16,ZONAL CUENCA,CANAR,AZOGUES,LA TRONCAL (AG.),MICROEMPRESA REESTRUCTURADA,65741.43,40,20,551.17,61486.67,3703.59,     ,4254.76
may-16,ZONAL CUENCA,CANAR,CUENCA,CUENCA,MICROEMPRESA,493.24,3,2,0,493.24,0,     ,0
may-16,ZONAL CUENCA,CANAR,CUENCA,GIRON (AG.),MICROEMPRESA,2784.82,2,1,0,2784.82,0,     ,0
may-16,ZONAL CUENCA,CANAR,CUENCA,PAUTE,COMERCIAL,53336,2,1,0,53336,0,     ,0
may-16,ZONAL CUENCA,CHIMBORAZO,AZOGUES,AZOGUES,MICROEMPRESA,8263.84,12,6,0,8263.84,0,     ,0
may-16,ZONAL CUENCA,CHIMBORAZO,AZOGUES,CANAR (AG.),MICROEMPRESA,1072.01,4,2,0,1072.01,0,     ,0
may-16,ZONAL CUENCA,CHIMBORAZO,AZOGUES,LA TRONCAL (AG.),MICROEMPRESA,9599.16,2,1,4799.16,0,4800,     ,9599.16
may-16,ZONAL CUENCA,CHIMBORAZO,MACAS,PABLO SEXTO (AG.),MICROEMPRESA,344.94,2,1,0,344.94,0,     ,0
may-16,ZONAL CUENCA,COTOPAXI,AZOGUES,CANAR (AG.),COMERCIAL,2,2,1,2,0,0,     ,2
may-16,ZONAL CUENCA,EL ORO,AZOGUES,LA TRONCAL (AG.),MICROEMPRESA,924.85,2,1,0,924.85,0,     ,0
may-16,ZONAL CUENCA,EL ORO,CUENCA,CAMILO PONCE E. (AG.),MICROEMPRESA,5896.75,12,6,0,5896.75,0,     ,0
may-16,ZONAL CUENCA,EL ORO,CUENCA,GIRON (AG.),COMERCIAL REESTRUCTURADO,282039.6,2,1,0,282039.6,0,     ,0
may-16,ZONAL CUENCA,EL ORO,CUENCA,GIRON (AG.),MICROEMPRESA,36026.85,6,3,0,36026.85,0,     ,0
may-16,ZONAL CUENCA,EL ORO,CUENCA,SANTA ISABEL (AG.),MICROEMPRESA,18400,4,2,0,18400,0,     ,0
may-16,ZONAL CUENCA,GUAYAS,AZOGUES,AZOGUES,COMERCIAL,444000,2,1,0,444000,0,     ,0
may-16,ZONAL CUENCA,GUAYAS,AZOGUES,AZOGUES,MICROEMPRESA,2238.28,7,4,0,2238.28,0,     ,0
may-16,ZONAL CUENCA,GUAYAS,AZOGUES,CANAR (AG.),MICROEMPRESA,27302.79,60,32,0,27302.79,0,     ,0
may-16,ZONAL CUENCA,GUAYAS,AZOGUES,LA TRONCAL (AG.),COMERCIAL,592760.28,14,6,77.89,587470.39,5212,     ,5289.89
may-16,ZONAL CUENCA,GUAYAS,AZOGUES,LA TRONCAL (AG.),COMERCIAL REESTRUCTURADO,2,2,1,2,0,0,     ,2
may-16,ZONAL CUENCA,GUAYAS,AZOGUES,LA TRONCAL (AG.),MICROEMPRESA,736353.52,503,256,7404.37,676761.48,52187.67,     ,59592.04
may-16,ZONAL CUENCA,GUAYAS,AZOGUES,LA TRONCAL (AG.),MICROEMPRESA REESTRUCTURADA,22704.37,4,2,0,22704.37,0,     ,0
may-16,ZONAL CUENCA,GUAYAS,CUENCA,CAMILO PONCE E. (AG.),MICROEMPRESA,62661.88,49,26,0,62661.88,0,     ,0
may-16,ZONAL CUENCA,GUAYAS,CUENCA,CUENCA,MICROEMPRESA,71176.78,14,7,0,71176.78,0,     ,0
may-16,ZONAL CUENCA,GUAYAS,CUENCA,GIRON (AG.),COMERCIAL,119428.58,2,1,0,119428.58,0,     ,0
may-16,ZONAL CUENCA,LOJA,AZOGUES,AZOGUES,MICROEMPRESA,2131.71,4,2,0,2131.71,0,     ,0
may-16,ZONAL CUENCA,LOJA,CUENCA,CAMILO PONCE E. (AG.),MICROEMPRESA,731.3,2,1,0,731.3,0,     ,0
may-16,ZONAL CUENCA,LOJA,CUENCA,CUENCA,MICROEMPRESA,14156.91,6,3,0,14156.91,0,     ,0
may-16,ZONAL CUENCA,LOJA,CUENCA,GIRON (AG.),MICROEMPRESA,45600,8,4,0,45600,0,     ,0
may-16,ZONAL CUENCA,LOJA,CUENCA,SANTA ISABEL (AG.),MICROEMPRESA,85287.59,65,32,125.14,85162.45,0,1,125.14
may-16,ZONAL CUENCA,LOS RIOS,AZOGUES,LA TRONCAL (AG.),MICROEMPRESA,734.91,2,1,0,734.91,0,     ,0
may-16,ZONAL CUENCA,MORONA SANTIAGO,CUENCA,CUENCA,MICROEMPRESA,637.81,2,1,0,637.81,0,     ,0
may-16,ZONAL CUENCA,MORONA SANTIAGO,CUENCA,GIRON (AG.),MICROEMPRESA,1161.92,2,1,0,1161.92,0,     ,0
may-16,ZONAL CUENCA,MORONA SANTIAGO,MACAS,GUALAQUIZA,COMERCIAL,888643.3,69,34,2,888641.3,0,     ,2
may-16,ZONAL CUENCA,MORONA SANTIAGO,MACAS,GUALAQUIZA,MICROEMPRESA,13596012.04,2704,1251,157827.44,12965439.44,472745.16,15,630572.6
may-16,ZONAL CUENCA,MORONA SANTIAGO,MACAS,GUALAQUIZA,MICROEMPRESA REESTRUCTURADA,28858.3,6,3,0,28858.3,0,     ,0
may-16,ZONAL CUENCA,MORONA SANTIAGO,MACAS,LIMON INDANZA (AG.),COMERCIAL,1745059.01,118,59,0,1745059.01,0,     ,0
may-16,ZONAL CUENCA,MORONA SANTIAGO,MACAS,LIMON INDANZA (AG.),MICROEMPRESA,17525844.87,3524,1528,110151.56,16975544.68,440148.63,13,550300.19
may-16,ZONAL CUENCA,MORONA SANTIAGO,MACAS,LIMON INDANZA (AG.),MICROEMPRESA REESTRUCTURADA,10265.46,8,3,0,10265.46,0,     ,0
may-16,ZONAL CUENCA,MORONA SANTIAGO,MACAS,MACAS,COMERCIAL,2406309.35,171,73,2565.06,2386601.41,17142.88,     ,19707.94
may-16,ZONAL CUENCA,MORONA SANTIAGO,MACAS,MACAS,COMERCIAL REESTRUCTURADO,15050.12,4,2,2,15048.12,0,     ,2
may-16,ZONAL CUENCA,MORONA SANTIAGO,MACAS,MACAS,CONSUMO,22012.48,33,17,958.17,19657.79,1396.52,1,2354.69
may-16,ZONAL CUENCA,MORONA SANTIAGO,MACAS,MACAS,MICROEMPRESA,19179567.83,5122,2466,221569.69,17911784.84,1046213.3,7,1267782.99
may-16,ZONAL CUENCA,MORONA SANTIAGO,MACAS,MACAS,MICROEMPRESA REESTRUCTURADA,68461.25,28,14,923.39,58787.52,8750.34,     ,9673.73
may-16,ZONAL CUENCA,MORONA SANTIAGO,MACAS,MENDEZ (AG.),COMERCIAL,1385949.37,62,29,6,1385943.37,0,     ,6
may-16,ZONAL CUENCA,MORONA SANTIAGO,MACAS,MENDEZ (AG.),MICROEMPRESA,9957171.73,2830,1377,123801.19,9395056.47,438314.07,7,562115.26
may-16,ZONAL CUENCA,MORONA SANTIAGO,MACAS,MENDEZ (AG.),MICROEMPRESA REESTRUCTURADA,14383.12,2,1,0,14383.12,0,     ,0
may-16,ZONAL CUENCA,MORONA SANTIAGO,MACAS,PABLO SEXTO (AG.),MICROEMPRESA,3961839.71,2051,1040,54752.53,3753391.03,153696.15,12,208448.68
may-16,ZONAL CUENCA,MORONA SANTIAGO,MACAS,PABLO SEXTO (AG.),MICROEMPRESA REESTRUCTURADA,5000,2,1,0,5000,0,     ,0
may-16,ZONAL CUENCA,MORONA SANTIAGO,MACAS,PALORA (AG.),COMERCIAL,796260.68,42,21,0,796260.68,0,     ,0
may-16,ZONAL CUENCA,MORONA SANTIAGO,MACAS,PALORA (AG.),MICROEMPRESA,6852139.42,1244,615,40746.66,6701571.48,109821.28,4,150567.94
may-16,ZONAL CUENCA,MORONA SANTIAGO,MACAS,PALORA (AG.),MICROEMPRESA REESTRUCTURADA,14810.36,6,3,0,14810.36,0,     ,0
may-16,ZONAL CUENCA,MORONA SANTIAGO,MACAS,SUCUA (AG.),COMERCIAL,2011570.6,102,49,16,2011554.6,0,     ,16
may-16,ZONAL CUENCA,MORONA SANTIAGO,MACAS,SUCUA (AG.),CONSUMO,8306.03,6,3,0,8306.03,0,     ,0
may-16,ZONAL CUENCA,MORONA SANTIAGO,MACAS,SUCUA (AG.),MICROEMPRESA,11425837.41,3136,1525,41120.94,11239548.44,145168.03,9,186288.97
may-16,ZONAL CUENCA,MORONA SANTIAGO,MACAS,SUCUA (AG.),MICROEMPRESA REESTRUCTURADA,15264.83,2,1,0,15264.83,0,     ,0
may-16,ZONAL CUENCA,MORONA SANTIAGO,MACAS,TAISHA (OE.),MICROEMPRESA,300996.74,245,132,0,300996.74,0,     ,0
may-16,ZONAL CUENCA,MORONA SANTIAGO,MACAS,TIWINTZA (OE.),MICROEMPRESA,1194313.28,542,267,20413.29,1095086.65,78813.34,2,99226.63
may-16,ZONAL CUENCA,NAPO,MACAS,MACAS,MICROEMPRESA,230.06,2,1,0,230.06,0,     ,0
may-16,ZONAL CUENCA,PASTAZA,MACAS,MACAS,MICROEMPRESA,6112.04,10,5,0,6112.04,0,     ,0
may-16,ZONAL CUENCA,PASTAZA,MACAS,PABLO SEXTO (AG.),MICROEMPRESA,1413.12,6,3,0,1413.12,0,     ,0
may-16,ZONAL CUENCA,PASTAZA,MACAS,PALORA (AG.),MICROEMPRESA,2735.01,8,4,0,2735.01,0,     ,0
may-16,ZONAL CUENCA,PICHINCHA,AZOGUES,CANAR (AG.),MICROEMPRESA,924.85,2,1,0,924.85,0,     ,0
may-16,ZONAL CUENCA,PICHINCHA,AZOGUES,LA TRONCAL (AG.),COMERCIAL REESTRUCTURADO,2,2,1,2,0,0,     ,2
may-16,ZONAL CUENCA,ZAMORA CHINCHIPE,CUENCA,CAMILO PONCE E. (AG.),MICROEMPRESA,441.6,2,1,0,441.6,0,     ,0
may-16,ZONAL CUENCA,ZAMORA CHINCHIPE,CUENCA,CUENCA,MICROEMPRESA,147.29,2,1,0,147.29,0,     ,0
may-16,ZONAL CUENCA,ZAMORA CHINCHIPE,MACAS,GUALAQUIZA,COMERCIAL,135059.4,2,1,0,135059.4,0,     ,0
may-16,ZONAL CUENCA,ZAMORA CHINCHIPE,MACAS,GUALAQUIZA,MICROEMPRESA,743110.9,149,72,15682.95,680670.95,46757,2,62439.95
may-16,ZONAL GUAYAQUIL,AZUAY,BABAHOYO,BABAHOYO,MICROEMPRESA,242.45,2,1,0,242.45,0,     ,0
may-16,ZONAL GUAYAQUIL,AZUAY,BABAHOYO,VALENCIA (AG.),MICROEMPRESA,5250,2,1,0,5250,0,     ,0
may-16,ZONAL GUAYAQUIL,AZUAY,BABAHOYO,VINCES,MICROEMPRESA,827.7,2,1,0,827.7,0,     ,0
may-16,ZONAL GUAYAQUIL,AZUAY,GUAYAQUIL,GUASMO (AG.),MICROEMPRESA,1114.91,2,1,0,1114.91,0,     ,0
may-16,ZONAL GUAYAQUIL,AZUAY,GUAYAQUIL,NARANJAL (AG.),COMERCIAL REESTRUCTURADO,10292.92,2,1,0,10292.92,0,     ,0
may-16,ZONAL GUAYAQUIL,AZUAY,GUAYAQUIL,NARANJAL (AG.),MICROEMPRESA,495883.18,102,42,14384.65,433662.2,47836.33,     ,62220.98
may-16,ZONAL GUAYAQUIL,AZUAY,GUAYAQUIL,NARANJAL (AG.),MICROEMPRESA REESTRUCTURADA,15542.8,4,2,1920,5942.8,7680,     ,9600
may-16,ZONAL GUAYAQUIL,BOLIVAR,BABAHOYO,BABAHOYO,MICROEMPRESA,23301.43,43,25,0,23301.43,0,     ,0
may-16,ZONAL GUAYAQUIL,BOLIVAR,BABAHOYO,CATARAMA,MICROEMPRESA,20205.25,8,4,0,20205.25,0,     ,0
may-16,ZONAL GUAYAQUIL,BOLIVAR,BABAHOYO,QUEVEDO (AG.),COMERCIAL,2,2,1,2,0,0,     ,2
may-16,ZONAL GUAYAQUIL,BOLIVAR,BABAHOYO,QUEVEDO (AG.),MICROEMPRESA,49.21,1,1,0,49.21,0,     ,0
may-16,ZONAL GUAYAQUIL,BOLIVAR,BABAHOYO,QUINSALOMA (OE),MICROEMPRESA,119261.45,206,103,0,119261.45,0,     ,0
may-16,ZONAL GUAYAQUIL,BOLIVAR,BABAHOYO,QUINSALOMA (OE),MICROEMPRESA REESTRUCTURADA,2,2,1,2,0,0,     ,2
may-16,ZONAL GUAYAQUIL,BOLIVAR,BABAHOYO,VENTANAS,MICROEMPRESA,33766.39,41,21,0,33766.39,0,     ,0
may-16,ZONAL GUAYAQUIL,BOLIVAR,GUARANDA,CALUMA (AG.),MICROEMPRESA,3292099.79,1030,515,50616.76,3173426.27,68056.76,5,118673.52
may-16,ZONAL GUAYAQUIL,BOLIVAR,GUARANDA,CALUMA (AG.),MICROEMPRESA REESTRUCTURADA,74091.86,12,6,403.9,70658.67,3029.29,     ,3433.19
may-16,ZONAL GUAYAQUIL,BOLIVAR,GUARANDA,CHILLANES (AG.),MICROEMPRESA,2933248.64,1346,678,54426.85,2749738.41,129083.38,3,183510.23
may-16,ZONAL GUAYAQUIL,BOLIVAR,GUARANDA,ECHEANDIA (AG.),MICROEMPRESA,5168671.59,1711,888,86919.14,5048477.65,33274.8,18,120193.94
may-16,ZONAL GUAYAQUIL,BOLIVAR,GUARANDA,ECHEANDIA (AG.),MICROEMPRESA REESTRUCTURADA,63064.04,12,6,0,63064.04,0,     ,0
may-16,ZONAL GUAYAQUIL,BOLIVAR,GUARANDA,GUARANDA,COMERCIAL,1304814.28,83,42,2110.18,1280081.26,22622.84,     ,24733.02
may-16,ZONAL GUAYAQUIL,BOLIVAR,GUARANDA,GUARANDA,COMERCIAL REESTRUCTURADO,2,2,1,2,0,0,     ,2
may-16,ZONAL GUAYAQUIL,BOLIVAR,GUARANDA,GUARANDA,MICROEMPRESA,10177731.71,6216,3248,210072.5,9410060.13,557599.08,36,767671.58
may-16,ZONAL GUAYAQUIL,BOLIVAR,GUARANDA,GUARANDA,MICROEMPRESA REESTRUCTURADA,166671.8,50,24,1643.62,146462.57,18565.61,     ,20209.23
may-16,ZONAL GUAYAQUIL,BOLIVAR,GUARANDA,LAS NAVES,MICROEMPRESA,2364901.62,409,205,13080.98,2320154.23,31666.41,1,44747.39
may-16,ZONAL GUAYAQUIL,BOLIVAR,GUARANDA,LAS NAVES,MICROEMPRESA REESTRUCTURADA,93253.22,18,9,116.67,86836.57,6299.98,     ,6416.65
may-16,ZONAL GUAYAQUIL,BOLIVAR,GUARANDA,S. M. BOLIVAR (AG.),MICROEMPRESA,1539772.68,509,274,14630.05,1518920.89,6221.74,7,20851.79
may-16,ZONAL GUAYAQUIL,BOLIVAR,GUARANDA,S. M. BOLIVAR (AG.),MICROEMPRESA REESTRUCTURADA,29165.63,12,6,0,29165.63,0,     ,0
may-16,ZONAL GUAYAQUIL,BOLIVAR,GUAYAQUIL,DAULE (AG.),MICROEMPRESA,1301.43,2,1,0,1301.43,0,     ,0
may-16,ZONAL GUAYAQUIL,BOLIVAR,GUAYAQUIL,EL TRIUNFO (AG.),MICROEMPRESA,1063.3,3,2,0,1063.3,0,     ,0
may-16,ZONAL GUAYAQUIL,BOLIVAR,GUAYAQUIL,MILAGRO,MICROEMPRESA,10383.16,12,6,45.64,9336.91,1000.61,     ,1046.25
may-16,ZONAL GUAYAQUIL,CANAR,GUAYAQUIL,ATARAZANA (AG.),MICROEMPRESA,3150.95,4,3,0,3150.95,0,     ,0
may-16,ZONAL GUAYAQUIL,CANAR,GUAYAQUIL,BALZAR (AG.),MICROEMPRESA,1114.83,2,1,0,1114.83,0,     ,0
may-16,ZONAL GUAYAQUIL,CANAR,GUAYAQUIL,DAULE (AG.),MICROEMPRESA,1116.12,2,1,0,1116.12,0,     ,0
may-16,ZONAL GUAYAQUIL,CANAR,GUAYAQUIL,EL TRIUNFO (AG.),MICROEMPRESA,89784.32,56,31,0,89784.32,0,     ,0
may-16,ZONAL GUAYAQUIL,CANAR,GUAYAQUIL,EL TRIUNFO (AG.),MICROEMPRESA REESTRUCTURADA,10503.02,4,2,0,10503.02,0,     ,0
may-16,ZONAL GUAYAQUIL,CANAR,GUAYAQUIL,GUAYAQUIL,MICROEMPRESA,580.96,1,1,0,580.96,0,     ,0
may-16,ZONAL GUAYAQUIL,CANAR,GUAYAQUIL,NARANJAL (AG.),COMERCIAL,2,2,1,2,0,0,     ,2
may-16,ZONAL GUAYAQUIL,CANAR,GUAYAQUIL,NARANJAL (AG.),MICROEMPRESA,5059.03,15,8,0,5059.03,0,     ,0
may-16,ZONAL GUAYAQUIL,CANAR,GUAYAQUIL,SALITRE (OE.),MICROEMPRESA,1025.73,1,1,0,1025.73,0,     ,0
may-16,ZONAL GUAYAQUIL,CHIMBORAZO,GUARANDA,GUARANDA,MICROEMPRESA,390.54,4,2,0,390.54,0,     ,0
may-16,ZONAL GUAYAQUIL,CHIMBORAZO,GUARANDA,S. M. BOLIVAR (AG.),MICROEMPRESA,580.96,1,1,0,580.96,0,     ,0
may-16,ZONAL GUAYAQUIL,CHIMBORAZO,GUAYAQUIL,ATARAZANA (AG.),MICROEMPRESA,4730.48,8,5,0,4730.48,0,     ,0
may-16,ZONAL GUAYAQUIL,CHIMBORAZO,GUAYAQUIL,EL TRIUNFO (AG.),MICROEMPRESA,16790.82,15,8,2,16788.82,0,     ,2
may-16,ZONAL GUAYAQUIL,CHIMBORAZO,GUAYAQUIL,EL TRIUNFO (AG.),MICROEMPRESA REESTRUCTURADA,9454.21,4,2,0,9454.21,0,     ,0
may-16,ZONAL GUAYAQUIL,CHIMBORAZO,GUAYAQUIL,GUAYAQUIL,MICROEMPRESA,1128.02,6,3,0,1128.02,0,     ,0
may-16,ZONAL GUAYAQUIL,CHIMBORAZO,GUAYAQUIL,MILAGRO,MICROEMPRESA,1452.79,3,2,0,1452.79,0,     ,0
may-16,ZONAL GUAYAQUIL,COTOPAXI,BABAHOYO,QUEVEDO (AG.),COMERCIAL,2,2,1,2,0,0,     ,2
may-16,ZONAL GUAYAQUIL,COTOPAXI,BABAHOYO,QUEVEDO (AG.),MICROEMPRESA,38871.23,10,5,747.37,24787.86,13336,     ,14083.37
may-16,ZONAL GUAYAQUIL,COTOPAXI,BABAHOYO,QUINSALOMA (OE),MICROEMPRESA,1368.61,4,2,0,1368.61,0,     ,0
may-16,ZONAL GUAYAQUIL,COTOPAXI,BABAHOYO,VALENCIA (AG.),MICROEMPRESA,6574.19,10,6,0,6574.19,0,     ,0
may-16,ZONAL GUAYAQUIL,COTOPAXI,BABAHOYO,VENTANAS,COMERCIAL,106000,2,1,0,106000,0,     ,0
may-16,ZONAL GUAYAQUIL,COTOPAXI,BABAHOYO,VENTANAS,MICROEMPRESA,6382.78,4,2,0,6382.78,0,     ,0
may-16,ZONAL GUAYAQUIL,COTOPAXI,GUARANDA,GUARANDA,MICROEMPRESA,1168.12,4,2,0,1168.12,0,     ,0
may-16,ZONAL GUAYAQUIL,COTOPAXI,GUAYAQUIL,SALITRE (OE.),MICROEMPRESA,1859.69,2,1,0,1859.69,0,     ,0
may-16,ZONAL GUAYAQUIL,EL ORO,BABAHOYO,BABAHOYO,MICROEMPRESA,982.37,4,2,0,982.37,0,     ,0
may-16,ZONAL GUAYAQUIL,EL ORO,BABAHOYO,CATARAMA,MICROEMPRESA,1116.68,2,1,0,1116.68,0,     ,0
may-16,ZONAL GUAYAQUIL,EL ORO,GUAYAQUIL,ATARAZANA (AG.),MICROEMPRESA,1115.55,2,1,0,1115.55,0,     ,0
may-16,ZONAL GUAYAQUIL,EL ORO,GUAYAQUIL,BALZAR (AG.),MICROEMPRESA,345.58,2,1,0,345.58,0,     ,0
may-16,ZONAL GUAYAQUIL,EL ORO,GUAYAQUIL,GUAYAQUIL,MICROEMPRESA,1023.51,2,1,0,1023.51,0,     ,0
may-16,ZONAL GUAYAQUIL,EL ORO,GUAYAQUIL,NARANJAL (AG.),MICROEMPRESA,8615.67,6,3,0,8615.67,0,     ,0
may-16,ZONAL GUAYAQUIL,EL ORO,GUAYAQUIL,PEDRO CARBO (AG.),MICROEMPRESA,342.28,2,1,0,342.28,0,     ,0
may-16,ZONAL GUAYAQUIL,EL ORO,GUAYAQUIL,PLAYAS (OE.),MICROEMPRESA,732.47,2,1,0,732.47,0,     ,0
may-16,ZONAL GUAYAQUIL,ESMERALDAS,BABAHOYO,BABAHOYO,COMERCIAL REESTRUCTURADO,2,2,1,2,0,0,     ,2
may-16,ZONAL GUAYAQUIL,ESMERALDAS,BABAHOYO,QUEVEDO (AG.),MICROEMPRESA,4596.43,12,6,0,4596.43,0,     ,0
may-16,ZONAL GUAYAQUIL,ESMERALDAS,BABAHOYO,QUINSALOMA (OE),MICROEMPRESA,783.27,4,2,0,783.27,0,     ,0
may-16,ZONAL GUAYAQUIL,ESMERALDAS,BABAHOYO,VENTANAS,CONSUMO REESTRUCTURADO,2,2,1,2,0,0,     ,2
may-16,ZONAL GUAYAQUIL,ESMERALDAS,BABAHOYO,VENTANAS,MICROEMPRESA,1114.99,2,1,0,1114.99,0,     ,0
may-16,ZONAL GUAYAQUIL,ESMERALDAS,GUARANDA,ECHEANDIA (AG.),MICROEMPRESA,345.74,2,1,0,345.74,0,     ,0
may-16,ZONAL GUAYAQUIL,ESMERALDAS,GUAYAQUIL,ATARAZANA (AG.),MICROEMPRESA,6241.02,9,5,0,6241.02,0,     ,0
may-16,ZONAL GUAYAQUIL,ESMERALDAS,GUAYAQUIL,BALZAR (AG.),MICROEMPRESA,2288.56,4,2,0,2288.56,0,     ,0
